 Date,AIG Price Target,AIG Price Target - High,AIG Price Target - Low,AIG Price Target - StdDev,AIG Price Target - Median,AIG Open,AIG Low,AIG High,AIG Close,AIG Adj. Close,AIG Rating,AIG Price Target - #,Ticker
05-01-2018,68.33333,77.0,55,6.13913,70.0,48.84344134683,48.389083752906,49.219160126421,56.31,49.201684834347,3.94444,15,AIG
05-02-2018,68.33333,77.0,55,6.13913,70.0,48.860916638904,47.698809715983,48.887129577015,54.84,47.917250866908,3.94444,15,AIG
05-03-2018,65.13333,77.0,55,6.21682,65.0,44.378504221923,43.312511405409,45.444497038437,51.94,45.383333516178,3.94444,15,AIG
05-04-2018,64.66667,76.0,55,5.53373,65.0,45.060040612809,44.99887709055,46.641554545506,52.84,46.169721659508,3.94444,15,AIG
05-07-2018,64.33333,76.0,54,5.9963,65.0,46.003706384805,45.453234684474005,46.903683926616,53.28,46.554178085136,3.94444,15,AIG
05-08-2018,64.33333,76.0,54,5.9963,65.0,46.624079253432,45.942542862546,46.720193359838994,53.08,46.379425164396,3.94444,15,AIG
05-09-2018,64.33333,76.0,54,5.9963,65.0,46.388162810433,45.925067570472,46.650292191543,52.82,46.152246367434,3.94444,15,AIG
05-10-2018,63.66667,76.0,54,5.88407,65.0,46.204672243656,45.890116986324,46.48427691684,52.75,46.091082845175,4.0,15,AIG
05-11-2018,63.66667,76.0,54,5.88407,65.0,46.143508721397,46.029919322916,46.458063978729,52.85,46.178459305545,4.0,15,AIG
05-14-2018,63.66667,76.0,54,5.88407,65.0,46.248360473841,46.012444030842,46.3095239961,52.92,46.239622827804,4.0,15,AIG
05-15-2018,63.66667,76.0,54,5.88407,65.0,46.160984013470994,46.14359609785737,46.650292191543,53.23,46.510489854951,4.0,15,AIG
05-16-2018,63.66667,76.0,54,5.88407,65.0,46.353212226285,46.2317589463707,46.956109802838,53.71,46.929896864727,4.0,15,AIG
05-17-2018,63.66667,76.0,54,5.88407,65.0,47.611433255613,47.567745025428,48.1313231948145,54.79,47.873562636723,4.11111,15,AIG
05-18-2018,63.66667,76.0,54,5.88407,65.0,47.655121485798,47.38425445865099,48.450247275165005,55.15,48.188117894055,4.11111,15,AIG
05-21-2018,63.66667,76.0,54,5.88407,65.0,48.371608460832,48.249281416314,48.625000195905,55.29,48.310444938573,4.11111,15,AIG
05-22-2018,63.66667,76.0,54,5.88407,65.0,48.258019062351,47.88230028276,48.458984921202,55.12,48.161904955944,4.11111,15,AIG
05-23-2018,63.66667,76.0,54,5.88407,65.0,47.995889681241,46.973585094912,48.092003787648,54.14,47.305615644318,4.11111,15,AIG
05-24-2018,63.66667,76.0,54,5.88407,65.0,47.157075661689,46.48427691684,47.157075661689,53.71,46.929896864727,4.11111,15,AIG
05-25-2018,63.625,76.0,54,5.69951,64.5,46.807569820209,46.326999288174,46.842520404357,53.3,46.57165337721,4.05263,16,AIG
05-29-2018,63.625,76.0,54,5.69951,64.5,45.968755800657,45.025090028661,46.073607553101,52.18,45.593037021066,4.05263,16,AIG
05-30-2018,63.625,76.0,54,5.69951,64.5,46.169721659508,45.680413481436,46.475539270803,53.07,46.370687518359,4.05263,16,AIG
05-31-2018,63.625,76.0,54,5.69951,64.5,46.064869907064,45.811478171991,46.22214753573,52.79,46.126033429323,4.05263,16,AIG
06-01-2018,63.625,76.0,54,5.69951,64.5,46.667767483617,46.423113394581,46.859995696431,53.29,46.562915731173,4.05263,16,AIG
06-04-2018,63.625,76.0,54,5.69951,64.5,46.842520404357,46.728931005876,47.331828582429,53.78,46.991060386986,4.05263,16,AIG
06-05-2018,63.625,76.0,54,5.69951,64.5,46.859995696431,46.606603961358005,47.130862723578,53.84,47.043486263208,4.05263,16,AIG
06-06-2018,63.625,76.0,54,5.69951,64.5,47.122125077541,46.5235963240065,47.296877998281,53.94,47.130862723578,4.05263,16,AIG
06-07-2018,63.625,76.0,54,5.69951,64.5,47.1832885998,46.676505129654,47.1832885998,53.87,47.069699201319,4.05263,16,AIG
06-08-2018,63.625,76.0,54,5.69951,64.5,47.165813307726,47.034748617171,48.23180612424,55.12,48.161904955944,4.05263,16,AIG
06-11-2018,63.625,76.0,54,5.69951,64.5,48.23180612424,47.8954067518155,48.327920230647,55.13,48.170642601981,4.05263,16,AIG
06-12-2018,63.625,76.0,54,5.69951,64.5,48.161904955944,47.423573865817495,48.345395522721,54.56,47.672596777872,4.05263,16,AIG
06-13-2018,63.625,76.0,54,5.69951,64.5,47.76927793382,47.646229195812005,48.82398140246,54.7,48.07689977884,4.05263,16,AIG
06-14-2018,63.6875,76.0,54,5.73061,64.5,48.103267365556,47.84398609618201,48.468018981794,54.8,48.16479173456,4.05263,16,AIG
06-15-2018,63.6875,76.0,54,5.73061,64.5,48.305418863712,48.050532192124,48.709721860024,55.21,48.525148753012,4.05263,16,AIG
06-18-2018,63.6875,76.0,54,5.73061,64.5,47.91869425854401,47.57591563123601,48.88990036925,55.55,48.82398140246,4.05263,16,AIG
06-19-2018,63.6875,76.0,54,5.73061,64.5,48.489991970724006,48.410889210576,49.05443411035784,55.5,48.7800354246,4.05263,16,AIG
06-20-2018,63.6875,76.0,54,5.73061,64.5,48.867927380320005,48.525148753012,48.894294967036,55.21,48.525148753012,4.05263,16,AIG
06-21-2018,63.6875,76.0,54,5.73061,64.5,48.516359557440005,47.558337240092,48.569094730872,54.25,47.6813859781,4.05263,16,AIG
06-22-2018,63.6875,76.0,54,5.73061,64.5,47.909905062972,47.602283217952,48.03295380098,54.46,47.865959085112,4.05263,16,AIG
06-25-2018,63.6875,76.0,54,5.73061,64.5,47.865959085112,47.303450568504005,47.980218627548005,54.22,47.655018391384,4.05263,16,AIG
06-26-2018,63.6875,76.0,54,5.73061,64.5,47.611072413524006,46.67062848732,47.72533195596,53.64,47.145245048208,4.05263,16,AIG
06-27-2018,63.6875,76.0,54,5.73061,64.5,47.039774701344,46.477266184736,47.32981815522,52.88,46.477266184736,4.05263,16,AIG
06-28-2018,63.6875,76.0,54,5.73061,64.5,46.327849860012,45.9235468637,46.943093550052,53.23,46.784888029756,4.05263,16,AIG
06-29-2018,63.6875,76.0,54,5.73061,64.5,47.110088265920005,46.565158140456,47.356185741936,53.02,46.600314922744005,4.05263,16,AIG
07-02-2018,63.6875,76.0,54,5.73061,64.5,46.442109402448,46.310271468868,46.907936767764,53.36,46.899147572192,4.05263,16,AIG
07-03-2018,63.6875,76.0,54,5.73061,64.5,46.969461136768,46.855201594332,47.540758848948,53.67,47.171612634924,4.05263,16,AIG
07-05-2018,63.6875,76.0,54,5.73061,64.5,47.452866893228006,47.039774701344,47.567126435664,53.92,47.391342524224,4.05263,16,AIG
07-06-2018,63.6875,76.0,54,5.73061,64.5,47.303450568504005,47.092509874776,48.03295380098,54.37,47.786856324964,4.05263,16,AIG
07-09-2018,63.6875,76.0,54,5.73061,64.5,48.050532192124,47.927483454116,48.951424738254005,55.56,48.832770598032006,4.05263,16,AIG
07-10-2018,63.6875,76.0,54,5.73061,64.5,49.017343705044006,48.535344219875526,49.04371129176,55.46,48.744878642312,4.05263,16,AIG
07-11-2018,63.75,76.0,54,5.6734,64.0,48.533937948584,47.795645520536006,48.64819749102001,54.56,47.953851040832006,4.05263,16,AIG
07-12-2018,63.75,76.0,54,5.6734,64.0,48.138424147844006,47.470445284372,48.199948516848,54.3,47.72533195596,4.05263,16,AIG
07-13-2018,63.75,76.0,54,5.6734,64.0,47.558337240092,47.32981815522,47.778067129392,54.24,47.672596782528,4.05263,16,AIG
07-16-2018,63.75,76.0,54,5.6734,64.0,47.786856324964,47.655018391384,48.235105299136,54.77,48.138424147844006,4.05263,16,AIG
07-17-2018,63.75,76.0,54,5.6734,64.0,48.305418863712,47.989007823120005,48.38012702607401,54.71,48.085688974412,4.05263,16,AIG
07-18-2018,63.75,76.0,54,5.6734,64.0,48.041742996552,47.865959085112,48.63940829544801,55.13,48.45483518843601,4.05263,16,AIG
07-19-2018,63.75,76.0,54,5.6734,64.0,48.25268369028,47.180401830496,48.38452162386,53.85,47.32981815522,4.05263,16,AIG
07-20-2018,63.75,76.0,54,5.6734,64.0,47.101299070348006,46.811255616472,47.382553328652,53.32,46.863990789904,4.05263,16,AIG
07-23-2018,63.75,76.0,54,5.6734,64.0,46.8024664209,46.169644339716,47.145245048208,53.4,46.93430435448,4.05263,16,AIG
07-24-2018,63.4375,76.0,54,5.67856,63.0,46.925515158908006,46.776098834184,47.584704826808,53.7,47.19798022164,4.05263,16,AIG
07-25-2018,63.4375,76.0,54,5.67856,63.0,47.110088265920005,46.565158140456,47.224347808356,53.57,47.083720679204,4.05263,16,AIG
07-26-2018,63.4375,76.0,54,5.67856,63.0,47.268293786216006,47.268293786216006,48.1208457567,54.25,47.6813859781,4.05263,16,AIG
07-27-2018,63.4375,76.0,54,5.67856,63.0,47.690175173672,47.646229195812005,48.199948516848,54.36,47.778067129392,4.05263,16,AIG
07-30-2018,63.4375,76.0,54,5.67856,63.0,47.76048873824801,47.698964369244,48.5603055353,54.94,48.287840472568,4.05263,16,AIG
07-31-2018,63.4375,76.0,54,5.67856,63.0,48.551516339728,48.147213343416006,48.700932664452,55.21,48.525148753012,4.05263,16,AIG
08-01-2018,63.4375,76.0,54,5.67856,63.0,48.806403011316,48.213132310206,49.535906243792,54.99,48.331786450428005,4.05263,16,AIG
08-02-2018,63.4375,76.0,54,5.67856,63.0,47.971429431976,47.778067129392,48.82398140246,55.16,48.481202775152,4.05263,16,AIG
08-03-2018,62.875,76.0,54,5.89359,63.0,46.679417682892,46.020228014992,47.531969653376,53.65,47.15403424378,4.05263,16,AIG
08-06-2018,62.875,76.0,54,5.89359,63.0,47.039774701344,46.336639055584,47.048563896916,53.42,46.951882745624005,4.05263,16,AIG
08-07-2018,62.875,76.0,54,5.89359,63.0,47.083720679204,46.530001358168,47.215558612784,52.99,46.573947336028006,4.05263,16,AIG
08-08-2018,62.875,76.0,54,5.89359,63.0,46.53879055374001,45.96749284156,46.67062848732,52.44,46.090541579568,4.05263,16,AIG
08-09-2018,62.875,76.0,54,5.89359,63.0,46.020228014992,45.695027778828006,46.38058503344401,52.0,45.7038169744,4.05263,16,AIG
08-10-2018,62.875,76.0,54,5.89359,63.0,45.378616738236005,45.031443513142,45.936730657058,52.22,45.897179276984,4.05263,16,AIG
08-13-2018,62.875,76.0,54,5.89359,63.0,45.897179276984,45.651081800968,46.19601192643201,52.1,45.79170893012,4.05263,16,AIG
08-14-2018,62.875,76.0,54,5.89359,63.0,45.756552147832,45.519243867388,46.143276753,52.33,45.993860428276,4.05263,16,AIG
08-15-2018,62.875,76.0,54,5.89359,63.0,45.765341343404,45.475297889528,45.870811690268,52.1,45.79170893012,4.05263,16,AIG
08-16-2018,62.875,76.0,54,5.89359,63.0,45.976282037132,45.949914450416,46.398163424588,52.46,46.108119970712,4.05263,16,AIG
08-17-2018,62.875,76.0,54,5.89359,63.0,45.976282037132,45.774130538976,46.38058503344401,52.58,46.213590317576,4.05263,16,AIG
08-20-2018,62.875,76.0,54,5.89359,63.0,46.222379513148006,46.213590317576,46.776098834184,53.16,46.723363660752,4.05263,16,AIG
08-21-2018,62.875,76.0,54,5.89359,63.0,46.705785269608,46.58818583285464,47.536364251162006,53.8,47.28587217736,4.05263,16,AIG
08-22-2018,62.875,76.0,54,5.89359,63.0,47.030985505772,46.310271468868,47.08811527699,53.13,46.696996074036,4.05263,16,AIG
08-23-2018,62.875,76.0,54,5.89359,63.0,46.696996074036,46.116909166284,46.696996074036,52.61,46.239957904292,4.05263,16,AIG
08-24-2018,62.875,76.0,54,5.89359,63.0,46.38058503344401,46.248747099864,46.951882745624005,53.31,46.855201594332,4.05263,16,AIG
08-27-2018,62.875,76.0,54,5.89359,63.0,47.101299070348006,46.951882745624005,48.041742996552,54.22,47.655018391384,4.05263,16,AIG
08-28-2018,62.875,76.0,54,5.89359,63.0,47.655018391384,47.338607350792,47.997797018692005,54.04,47.496812871088,4.05263,16,AIG
08-29-2018,62.875,76.0,54,5.89359,63.0,47.461656088800005,47.15403424378,47.474839882158,53.9,47.37376413308,4.05263,16,AIG
08-30-2018,62.875,76.0,54,5.89359,63.0,47.32981815522,46.820044812044,47.41647962355992,53.64,47.145245048208,4.05263,16,AIG
08-31-2018,62.875,76.0,54,5.89359,63.0,46.93430435448,46.19601192643201,46.93430435448,53.17,46.73215285632401,4.05263,16,AIG
09-04-2018,62.875,76.0,54,5.89359,63.0,46.38058503344401,46.354217446728,47.004617919056,53.37,46.907936767764,4.05263,16,AIG
09-05-2018,62.875,76.0,54,5.89359,63.0,46.84641239876,46.7769777537412,47.364974937508,53.82,47.303450568504005,4.05263,16,AIG
09-06-2018,62.875,76.0,54,5.89359,63.0,47.37376413308,47.101299070348006,47.655018391384,53.9,47.37376413308,4.05263,16,AIG
09-07-2018,62.875,76.0,54,5.89359,63.0,47.382553328652,46.899147572192,47.461656088800005,53.67,47.171612634924,4.05263,16,AIG
09-10-2018,62.875,76.0,54,5.89359,63.0,46.793677225328,45.985071232704,46.793677225328,52.72,46.336639055584,4.05263,16,AIG
09-11-2018,62.875,76.0,54,5.89359,63.0,45.9235468637,45.492876280672,46.18722273086,52.37,46.029017210564,4.05263,16,AIG
09-12-2018,62.875,76.0,54,5.89359,63.0,45.85323329912401,45.536822258532005,46.143276753,52.32,45.985071232704,4.05263,16,AIG
09-13-2018,62.875,76.0,54,5.89359,63.0,46.037806406136006,46.037806406136006,46.530001358168,52.67,46.292693077724,4.05263,16,AIG
09-14-2018,62.875,76.0,54,5.89359,63.0,46.434179814563,46.354593522746,47.2963646425805,53.25,47.088555991725,4.05263,16,AIG
09-17-2018,62.875,76.0,54,5.89359,63.0,47.168142283542,46.876325880213,47.230042732733,53.3,47.13277059829,4.05263,16,AIG
09-18-2018,62.875,76.0,54,5.89359,63.0,47.13277059829,46.991283857282,47.822518460704,53.95,47.707560483635,4.05263,16,AIG
09-19-2018,62.875,76.0,54,5.89359,63.0,47.849047224643,47.654502955757,48.36193666079699,53.89,47.654502955757,4.05263,16,AIG
09-20-2018,62.875,76.0,54,5.89359,63.0,47.972848123025,47.946319359086,48.388465424736,54.32,48.034748572216,4.05263,16,AIG
09-21-2018,62.875,76.0,54,5.89359,63.0,48.140863627972,47.946319359086,48.4194156493315,54.67,48.344250818171,4.05263,16,AIG
09-24-2018,62.875,76.0,54,5.89359,63.0,48.273507447667,48.1275992460025,48.583009693622,54.65,48.326564975545,4.05263,16,AIG
09-25-2018,62.875,76.0,54,5.89359,63.0,48.344250818171,47.955162280398994,48.609538457560994,54.41,48.114334864033,4.05263,16,AIG
09-26-2018,62.875,76.0,54,5.89359,63.0,48.158549470598,47.734089247574,48.450365873927,54.05,47.795989696765,4.05263,16,AIG
09-27-2018,62.875,76.0,54,5.89359,63.0,47.795989696765,47.212356890107,47.8269399213605,53.39,47.212356890107,4.05263,16,AIG
09-28-2018,62.875,76.0,54,5.89359,63.0,46.84095419496099,46.451865657189,47.2344641933895,53.24,47.079713070412,4.05263,16,AIG
10-01-2018,62.875,76.0,54,5.89359,63.0,47.256571496672,46.823268352335,47.513016214748994,53.08,46.938226329404,4.05263,16,AIG
10-02-2018,62.875,76.0,54,5.89359,63.0,46.911697565465,46.584509476884,47.097398913038,53.12,46.973598014656,4.05263,16,AIG
10-03-2018,62.9375,76.0,54,5.89988,63.0,47.30962902455,47.075291609755496,47.623552731161496,53.27,47.106241834351,4.05263,16,AIG
10-04-2018,62.9375,76.0,54,5.89988,63.0,47.15929936222899,47.141613519603,47.937476437773,53.9,47.66334587706999,4.05263,16,AIG
10-05-2018,62.9375,76.0,54,5.89988,63.0,47.7517750902,47.353843631115,48.140863627972,53.6,47.39805823768,4.05263,16,AIG
10-08-2018,62.9375,76.0,54,5.89988,63.0,47.097398913038,47.000126778595,48.140863627972,54.05,47.795989696765,4.05263,16,AIG
10-09-2018,62.9375,76.0,54,5.89988,63.0,47.645660034444,47.274257339298,47.875575988582,53.82,47.592602506566,4.05263,16,AIG
10-10-2018,62.9375,76.0,54,5.89988,63.0,47.353843631115,46.314800376837496,47.63283779854015,52.39,46.328064758807,4.05263,16,AIG
10-11-2018,62.9375,76.0,54,5.89988,63.0,46.266164309616,44.188077801061,46.292693073555,50.14,44.338407463382,4.10526,16,AIG
10-12-2018,62.9375,76.0,54,5.89988,63.0,44.700967237215,43.197670614005,44.700967237215,49.77,44.011219374801,4.10526,16,AIG
10-15-2018,62.9375,76.0,54,5.89988,63.0,43.993533532175,43.365686118952,44.258821171565,49.05,43.374529040265,4.10526,16,AIG
10-16-2018,62.9375,76.0,54,5.89988,63.0,43.445272410769,42.7245743237595,43.622130837029,49.3,43.59560207308999,4.10526,16,AIG
10-17-2018,62.9375,76.0,54,5.89988,63.0,43.50717285996,43.06502679431,44.426836676512,49.62,43.878575555106,4.10526,16,AIG
10-18-2018,62.64706,76.0,54,5.84044,63.0,43.781303420662994,42.33106432533099,43.798989263289,48.61,42.985440502493,4.10526,17,AIG
10-19-2018,62.0,76.0,52,5.84103,63.0,41.782803203925,41.38487174484,42.481393987652,47.2,41.73858859736,4.10526,17,AIG
10-22-2018,61.94118,76.0,52,5.82561,63.0,41.818174889176994,39.71355961668299,41.906604102307,44.96,39.757774223248,4.10526,17,AIG
10-23-2018,61.94118,76.0,52,5.82561,63.0,39.156455573964,38.210262993473,39.33331400022399,44.18,39.068026360834,4.10526,17,AIG
10-24-2018,61.94118,76.0,52,5.82561,63.0,38.926539619826,37.290599176921,38.95306838376499,42.23,37.343656704799,4.10526,17,AIG
10-25-2018,61.94118,76.0,52,5.82561,63.0,37.511672209746,37.12258367197399,38.042247488526,42.38,37.476300524494,4.10526,17,AIG
10-26-2018,61.58824,76.0,48,6.44487,63.0,37.175641199852,35.796145475024,37.211012885104,40.92,36.185234012796,4.10526,17,AIG
10-29-2018,61.58824,76.0,48,6.44487,63.0,36.69812344895,35.01796839948,36.808659965362494,39.91,35.292098960183,4.10526,17,AIG
10-30-2018,61.41176,76.0,48,6.73934,63.0,35.371685252,34.743837838777,36.291349068552,40.96,36.220605698048,4.21053,17,AIG
10-31-2018,61.41176,76.0,48,6.73934,63.0,37.255227491669,36.43283580956,37.68853063600599,41.29,36.512422101377,4.21053,17,AIG
11-01-2018,59.23529,76.0,48,7.54227,58.0,38.342906813168,37.68853063600599,39.465957819919,43.12,38.13067670165599,4.21053,17,AIG
11-02-2018,58.76471,76.0,48,7.84804,57.0,38.395964341046,37.467457603181,38.9088537772,43.28,38.272163442664,4.21053,17,AIG
11-05-2018,58.35294,76.0,48,7.7985,56.0,38.121833780343,38.104147937717,39.112240967399,44.13,39.023811754269,4.21053,17,AIG
11-06-2018,57.35294,76.0,48,7.59211,55.0,38.82042456407,38.537451082054,39.7931459085,44.9,39.70471669537,4.21053,17,AIG
11-07-2018,57.17647,76.0,48,7.70206,55.0,39.182984337903,38.793984229344126,39.510172426484,44.43,39.289099393659,4.10526,17,AIG
11-08-2018,57.17647,76.0,48,7.70206,55.0,39.014968832956,38.979597147704,39.669345010118,44.25,39.129926810025,4.10526,17,AIG
11-09-2018,57.17647,76.0,48,7.70206,55.0,38.99728299033,38.5330296213975,39.26540036454016,43.82,38.749681193566,4.10526,17,AIG
11-12-2018,56.64706,76.0,48,7.0121,55.0,38.661251980436,37.485143445807,38.758524114879,42.47,37.555886816311,4.10526,17,AIG
11-13-2018,56.64706,76.0,48,7.0121,55.0,37.635473108128,37.22869872773,38.174891308221,42.16,37.281756255608,4.10526,17,AIG
11-14-2018,56.64706,76.0,48,7.0121,55.0,37.58241558025,36.830767268645,38.0908835557475,41.94,37.087211986722,4.10526,17,AIG
11-15-2018,56.64706,76.0,48,7.0121,55.0,36.777709740767,36.441678730873,37.962661196709,42.69,37.75043108519699,4.10526,17,AIG
11-16-2018,56.64706,76.0,48,7.0121,55.0,37.49398636712,37.423242996616,38.342906813168,42.94,37.971504118022,4.10526,17,AIG
11-19-2018,56.64706,76.0,48,7.0121,55.0,37.900760747518,37.662001872067,38.325220970542,43.3,38.28984928529,4.10526,17,AIG
11-20-2018,56.64706,76.0,48,7.0121,55.0,37.909603668831,37.58241558025,38.272163442664,43.06,38.077619173778,4.10526,17,AIG
11-21-2018,56.64706,76.0,48,7.0121,55.0,38.121833780343,37.94497535408299,39.209513101842,43.86,38.785052878818,4.10526,17,AIG
11-23-2018,56.64706,76.0,48,7.0121,55.0,38.422493104985,38.28984928529,38.926539619826,43.37,38.351749734481,4.10526,17,AIG
11-26-2018,56.64706,76.0,48,7.0121,55.0,38.82042456407,38.714309508314,39.33331400022399,43.85,38.776209957505,4.10526,17,AIG
11-27-2018,56.64706,76.0,48,7.0121,55.0,38.57282276730599,38.077619173778,38.696623665688,43.43,38.404807262359,4.10526,17,AIG
11-28-2018,56.64706,76.0,48,7.0121,55.0,38.484393554176,37.909603668831,39.315628157598,44.32,39.191827259216,4.10526,17,AIG
11-29-2018,56.64706,76.0,48,7.0121,55.0,38.8274989011204,38.236791757412,39.182984337903,43.44,38.413650183672,4.10526,17,AIG
11-30-2018,56.64706,76.0,48,7.0121,55.0,38.351749734481,37.49398636712,38.519765239428,43.25,38.245634678725,4.10526,17,AIG
12-03-2018,56.64706,76.0,48,7.0121,55.0,38.767367036192,37.9317109721135,38.970754226391,43.18,38.183734229534,4.10526,17,AIG
12-04-2018,56.64706,76.0,48,7.0121,55.0,38.077619173778,35.99068974391,38.431336026298,40.77,36.05259019310101,4.10526,17,AIG
12-06-2018,55.70588,76.0,48,6.87506,54.0,35.336313566748,34.04524705505,35.504329071695,39.41,34.849952894533,4.10526,17,AIG
12-07-2018,54.76471,76.0,45,7.00865,54.0,34.717309074838,33.452771327079,35.389371094626,37.9,33.51467177627,4.10526,17,AIG
12-10-2018,54.76471,76.0,45,7.00865,54.0,33.24938413688,31.976003467807995,33.33781335001,37.51,33.169797845062995,4.10526,17,AIG
12-11-2018,54.76471,76.0,45,7.00865,54.0,33.544396263988,32.393843985856,34.15980794764,36.59,32.634657253372005,4.10526,17,AIG
12-12-2018,54.70588,76.0,45,6.94317,54.0,33.000336659599995,32.697090322727995,34.106293888192,37.68,33.606829333343995,4.10526,17,AIG
12-13-2018,54.70588,76.0,45,6.94317,54.0,33.517639234264,33.00925566950799,33.901156660308,37.29,33.258987946931995,4.10526,17,AIG
12-14-2018,54.70588,76.0,45,6.94317,54.0,33.000336659599995,32.893308540704,33.651424382883995,37.49,33.437368145092,4.10526,17,AIG
12-17-2018,54.70588,76.0,45,6.94317,54.0,33.36601606582799,33.1243108973212,34.186564977364,37.46,33.410611115368,4.10526,17,AIG
12-18-2018,54.70588,76.0,45,6.94317,54.0,33.6692624027,33.31250200638,34.507649334052,37.56,33.499801214448,4.10526,17,AIG
12-19-2018,54.70588,76.0,45,6.94317,54.0,33.544396263988,33.544396263988,35.640363592368,39.34,35.087384978072,4.10526,17,AIG
12-20-2018,54.64706,76.0,45,7.00371,54.0,34.837652700648,33.856561610768,35.288062701002,38.15,34.02602279902,4.10526,17,AIG
12-21-2018,54.64706,76.0,45,7.00371,54.0,33.856561610768,33.214392897392,34.909004779912,37.4,33.35709705592,4.10526,17,AIG
12-24-2018,54.64706,76.0,45,7.00371,54.0,33.071688738864,32.607900223648,34.195483987272,37.33,33.294663986564,4.10526,17,AIG
12-26-2018,54.64706,76.0,45,7.00371,54.0,33.294663986564,32.590062203832,34.44521626469599,38.59,34.418459234972005,4.10526,17,AIG
12-27-2018,54.64706,76.0,45,7.00371,54.0,34.106293888192,33.6692624027,35.078465968164,39.33,35.078465968164,4.10526,17,AIG
12-28-2018,54.64706,76.0,45,7.00371,54.0,35.2300891366,34.21546256946592,35.435226364483995,38.62,34.44521626469599,4.10526,17,AIG
12-31-2018,54.64706,76.0,45,7.00371,54.0,34.498730324144,34.253457551674,35.14981804742799,39.41,35.14981804742799,4.10526,17,AIG
01-02-2019,54.58824,76.0,45,7.00469,54.0,34.694948542119995,34.489811314236,35.426307354576,39.62,35.337117255496,4.10526,17,AIG
01-03-2019,54.52941,76.0,45,7.02196,54.0,35.176575077151995,34.498730324144,35.328198245588,38.75,34.5611633935,4.10526,17,AIG
01-04-2019,54.52941,76.0,45,7.02196,54.0,35.131980027612,35.087384978072,35.872257849975995,40.18,35.836581810344,4.10526,17,AIG
01-07-2019,54.52941,76.0,45,7.02196,54.0,35.702796661724,35.524416463563995,36.90784409039388,40.41,36.041719038228,4.10526,17,AIG
01-08-2019,54.05882,76.0,45,7.11643,52.0,36.362803394916,35.756310721172,36.603616662432,40.57,36.184423196756,4.10526,17,AIG
01-09-2019,53.11765,76.0,45,7.02837,52.0,36.184423196756,36.175504186848,37.067405177648,41.16,36.71064478132799,4.10526,17,AIG
01-10-2019,53.11765,76.0,45,7.02837,52.0,36.692806761512,36.394019929594,37.094162207372,41.42,36.942539038936,4.10526,17,AIG
01-11-2019,53.11765,76.0,45,7.02837,52.0,36.692806761512,36.496588543536,37.40632755415199,41.66,37.156595276728,4.10526,17,AIG
01-14-2019,53.11765,76.0,45,7.02837,52.0,36.817672900224,36.70172577142,37.71554962766236,42.0,37.4598416136,4.10526,17,AIG
01-15-2019,52.61111,76.0,44,7.14251,51.0,37.495517653232,37.263623395624,37.879035079276,42.45,37.86119705946,4.05,18,AIG
01-16-2019,52.66667,76.0,44,7.08676,51.0,37.977144188264,37.59362676222,38.70850300072,43.13,38.467689733204,4.05,18,AIG
01-17-2019,52.66667,76.0,44,7.08676,51.0,38.21795745578,37.852278049552,38.815531119616,43.29,38.610393891732,4.05,18,AIG
01-18-2019,52.66667,76.0,44,7.08676,51.0,38.824450129524,38.637150921456,39.395266763636,44.16,39.386347753728,4.05,18,AIG
01-22-2019,52.66667,76.0,44,7.08676,51.0,39.047425377224,38.44093270348,39.216886565476,43.36,38.672826961088,4.05,18,AIG
01-23-2019,52.66667,76.0,44,7.08676,51.0,38.806612109708,37.745249930656,38.877964188972,42.82,38.191200426056,4.05,18,AIG
01-24-2019,52.66667,76.0,44,7.08676,51.0,38.075253297252,37.99498220808,38.869045179064,42.94,38.298228544952,4.05,18,AIG
01-25-2019,52.66667,76.0,44,7.08676,51.0,38.654988941272,38.400797158894,38.949316268236,43.18,38.512284782744,4.05,18,AIG
01-28-2019,52.66667,76.0,44,7.08676,51.0,38.3517426044,37.700654881116,38.414175673756,42.82,38.191200426056,4.05,18,AIG
01-29-2019,52.66667,76.0,44,7.08676,51.0,38.03957725762,37.647140821668,38.137686366608,42.26,37.691735871208,4.05,18,AIG
01-30-2019,52.66667,76.0,44,7.08676,51.0,37.77200696038,37.54903171268,38.449851713388,42.81,38.182281416148,4.05,18,AIG
01-31-2019,52.66667,76.0,44,7.08676,51.0,37.896873099092,37.780925970288,38.637150921456,43.23,38.556879832284,4.05,18,AIG
02-01-2019,52.66667,76.0,44,7.08676,51.0,38.75309805026,38.39633765394,39.092020426764,43.82,39.083101416856,4.05,18,AIG
02-04-2019,52.66667,76.0,44,7.08676,51.0,38.958235278144,38.904721218696,39.462159337946,44.0,39.2436435952,4.05,18,AIG
02-05-2019,52.31579,76.0,44,7.05656,50.0,39.083101416856,38.610393891732,39.10985844658,43.66,38.940397258328,4.0,19,AIG
02-06-2019,52.31579,76.0,44,7.05656,50.0,38.93147824842,38.748638545306,39.100939436672,43.65,38.93147824842,4.0,19,AIG
02-07-2019,52.31579,76.0,44,7.05656,50.0,38.556879832284,37.77200696038,38.7976930998,42.83,38.200119435964,4.0,19,AIG
02-08-2019,52.31579,76.0,44,7.05656,50.0,37.99498220808,37.308218445164,38.093091317068,42.45,37.86119705946,4.0,19,AIG
02-11-2019,52.31579,76.0,44,7.05656,50.0,38.057415277436,37.92808963377,38.49444676292799,43.05,38.39633765394,4.0,19,AIG
