 Date,PYPL Price Target,PYPL Price Target - High,PYPL Price Target - Low,PYPL Price Target - StdDev,PYPL Price Target - Median,PYPL Open,PYPL Low,PYPL High,PYPL Close,PYPL Adj. Close,PYPL Rating,PYPL Price Target - #,Ticker
04-24-2017,47.46154,54.0,39.0,3.53623,48.0,44.09,43.95,44.28,44.27,44.27,4.06818,39,PYPL
04-25-2017,47.46154,54.0,39.0,3.53623,48.0,44.49,44.35,45.01,44.71,44.71,4.06818,39,PYPL
04-26-2017,47.47368,54.0,39.0,3.58166,48.0,45.04,44.25,45.04,44.41,44.41,4.06818,38,PYPL
04-27-2017,50.0,55.0,42.0,3.47887,51.0,47.25,46.75,48.1,47.15,47.15,4.09091,39,PYPL
04-28-2017,50.23077,55.0,42.0,3.50429,51.0,47.03,46.87,47.755,47.72,47.72,4.09091,39,PYPL
05-01-2017,50.58974,55.0,42.0,3.59286,52.0,47.39,47.32,47.7125,47.54,47.54,4.13636,39,PYPL
05-02-2017,50.58974,55.0,42.0,3.59286,52.0,47.41,47.4,49.07,49.05,49.05,4.13636,39,PYPL
05-03-2017,50.58974,55.0,42.0,3.59286,52.0,49.16,48.625,49.29,49.02,49.02,4.13636,39,PYPL
05-04-2017,50.58974,55.0,42.0,3.59286,52.0,48.93,48.82,49.38,48.91,48.91,4.13636,39,PYPL
05-05-2017,50.58974,55.0,42.0,3.59286,52.0,48.62,48.4,49.44,49.3,49.3,4.13636,39,PYPL
05-08-2017,50.58974,55.0,42.0,3.59286,52.0,49.43,48.81,49.45,49.17,49.17,4.13636,39,PYPL
05-09-2017,50.58974,55.0,42.0,3.59286,52.0,49.06,48.9,49.37,49.22,49.22,4.13636,39,PYPL
05-10-2017,50.58974,55.0,42.0,3.59286,52.0,49.18,49.015,49.8,49.79,49.79,4.13636,39,PYPL
05-11-2017,50.58974,55.0,42.0,3.59286,52.0,49.63,49.11,49.71,49.7,49.7,4.13636,39,PYPL
05-12-2017,50.58974,55.0,42.0,3.59286,52.0,49.58,49.24,49.75,49.37,49.37,4.13636,39,PYPL
05-15-2017,50.84615,60.0,42.0,3.88646,52.0,49.31,49.25,50.0,49.77,49.77,4.13636,39,PYPL
05-16-2017,50.84615,60.0,42.0,3.88646,52.0,49.63,49.57,50.35,50.34,50.34,4.13636,39,PYPL
05-17-2017,50.97436,60.0,42.0,3.73814,52.0,49.87,49.025,50.1,49.05,49.05,4.13636,39,PYPL
05-18-2017,50.97436,60.0,42.0,3.73814,52.0,49.03,48.89,49.58,49.11,49.11,4.13636,39,PYPL
05-19-2017,50.97436,60.0,42.0,3.73814,52.0,49.15,49.06,49.71,49.39,49.39,4.13636,39,PYPL
05-22-2017,50.97436,60.0,42.0,3.73814,52.0,49.45,49.35,49.88,49.77,49.77,4.13636,39,PYPL
05-23-2017,51.28205,62.0,42.0,4.11968,52.0,49.9,49.77,50.18,50.13,50.13,4.13636,39,PYPL
05-24-2017,51.28205,62.0,42.0,4.11968,52.0,50.23,50.14,51.08,51.05,51.05,4.13636,39,PYPL
05-25-2017,51.28205,62.0,42.0,4.11968,52.0,50.77,50.64,51.13,50.93,50.93,4.09091,39,PYPL
05-26-2017,51.28205,62.0,42.0,4.11968,52.0,51.04,50.89,51.39,51.19,51.19,4.09091,39,PYPL
05-30-2017,51.28205,62.0,42.0,4.11968,52.0,50.96,50.86,51.28,51.06,51.06,4.09091,39,PYPL
05-31-2017,51.28205,62.0,42.0,4.11968,52.0,51.13,50.88,52.24,52.21,52.21,4.09091,39,PYPL
06-01-2017,51.4359,62.0,42.0,4.36063,52.0,52.48,52.475,53.39,53.16,53.16,4.09091,39,PYPL
06-02-2017,51.71795,62.0,42.0,4.71739,52.0,53.44,53.08,53.64,53.52,53.52,4.09091,39,PYPL
06-05-2017,51.71795,62.0,42.0,4.71739,52.0,53.77,53.59,54.07,53.8,53.8,4.09091,39,PYPL
06-06-2017,52.10256,66.0,42.0,5.27109,52.0,53.75,53.16,53.8,53.4,53.4,4.11111,39,PYPL
06-07-2017,52.30769,66.0,42.0,5.41675,52.0,53.3,53.26,53.94,53.85,53.85,4.11111,39,PYPL
06-08-2017,52.64103,66.0,42.0,5.46076,52.0,54.03,53.45,54.43,54.39,54.39,4.11111,39,PYPL
06-09-2017,52.89744,66.0,42.0,5.65592,53.0,54.65,52.85,55.14,53.4,53.4,4.11111,39,PYPL
06-12-2017,52.89744,66.0,42.0,5.65592,53.0,52.81,51.43,52.9,52.16,52.16,4.11111,39,PYPL
06-13-2017,52.89744,66.0,42.0,5.65592,53.0,52.29,51.7,52.485,52.06,52.06,4.11111,39,PYPL
06-14-2017,52.89744,66.0,42.0,5.65592,53.0,52.0,51.535,52.505,51.9,51.9,4.11111,39,PYPL
06-15-2017,52.94872,66.0,42.0,5.66568,53.0,51.44,50.83,52.38,52.29,52.29,4.11111,39,PYPL
06-16-2017,53.12821,66.0,42.0,5.7743,53.0,52.04,51.58,52.16,51.84,51.84,4.11111,39,PYPL
06-19-2017,53.33333,66.0,42.0,5.83681,53.0,52.28,52.1101,53.0,52.93,52.93,4.11111,39,PYPL
06-20-2017,53.33333,66.0,42.0,5.83681,53.0,52.84,52.43,53.23,52.52,52.52,4.11111,39,PYPL
06-21-2017,53.5,66.0,42.0,5.85662,53.5,52.99,52.61,53.58,53.54,53.54,4.15556,40,PYPL
06-22-2017,53.5,66.0,42.0,5.85662,53.5,53.71,52.86,53.951,53.87,53.87,4.15556,40,PYPL
06-23-2017,53.5,66.0,42.0,5.85662,53.5,53.82,53.69,54.53,54.33,54.33,4.15556,40,PYPL
06-26-2017,53.75,66.0,42.0,6.04049,54.0,54.44,53.65,55.1,53.74,53.74,4.15556,40,PYPL
06-27-2017,53.60976,66.0,42.0,6.03194,54.0,53.6,52.64,53.79,52.73,52.73,4.1304300000000005,41,PYPL
06-28-2017,54.02439,66.0,42.0,6.35337,54.0,52.75,52.65,54.44,54.39,54.39,4.1304300000000005,41,PYPL
06-29-2017,54.02439,66.0,42.0,6.35337,54.0,53.81,52.52,54.1,53.42,53.42,4.1304300000000005,41,PYPL
06-30-2017,54.02439,66.0,42.0,6.35337,54.0,53.6,53.29,54.25,53.67,53.67,4.1304300000000005,41,PYPL
07-03-2017,54.02439,66.0,42.0,6.35337,54.0,54.14,52.83,54.33,52.87,52.87,4.1304300000000005,41,PYPL
07-05-2017,54.02439,66.0,42.0,6.35337,54.0,53.0,52.94,54.75,54.61,54.61,4.1304300000000005,41,PYPL
07-06-2017,54.11905,66.0,42.0,6.30647,54.5,54.22,53.15,54.3506,53.47,53.47,4.1304300000000005,42,PYPL
07-07-2017,54.38095,66.0,42.0,6.2219,55.0,53.7,53.52,54.48,53.97,53.97,4.1304300000000005,42,PYPL
07-10-2017,54.60976,66.0,42.0,6.17974,55.0,54.91,54.7,55.42,54.94,54.94,4.15556,41,PYPL
07-11-2017,54.60976,66.0,42.0,6.17974,55.0,54.92,54.33,55.2,54.76,54.76,4.15556,41,PYPL
07-12-2017,54.78049,66.0,42.0,6.2294,55.0,56.6,55.55,57.445,56.55,56.55,4.13636,41,PYPL
07-13-2017,54.78049,66.0,42.0,6.2294,55.0,57.3,56.8,57.91,57.9,57.9,4.13636,41,PYPL
07-14-2017,55.0,66.0,42.0,6.03647,55.0,58.14,56.915,58.63,57.16,57.16,4.13636,41,PYPL
07-17-2017,55.80488,70.0,44.0,6.29835,57.0,57.53,57.02,57.6,57.58,57.58,4.13636,41,PYPL
07-18-2017,56.41463,70.0,44.0,6.62212,58.0,57.5,57.31,58.96,58.96,58.96,4.15556,41,PYPL
07-19-2017,56.41463,70.0,44.0,6.62212,58.0,58.31,57.55,58.62,58.35,58.35,4.11111,41,PYPL
07-20-2017,56.41463,70.0,44.0,6.62212,58.0,58.75,58.43,59.38,59.09,59.09,4.11111,41,PYPL
07-21-2017,56.58537,70.0,44.0,6.82526,58.0,59.0,58.59,59.33,58.67,58.67,4.11111,41,PYPL
07-24-2017,56.58537,70.0,44.0,6.82526,58.0,58.9,58.34,59.07,58.58,58.58,4.11111,41,PYPL
07-25-2017,56.58537,70.0,44.0,6.82526,58.0,58.73,58.19,58.83,58.26,58.26,4.11111,41,PYPL
07-26-2017,56.73171,70.0,44.0,7.00183,58.0,58.48,57.9,58.94,58.79,58.79,4.11111,41,PYPL
07-27-2017,62.46512,72.0,49.0,6.1165,65.0,61.0,57.6921,61.3,60.15,60.15,4.1304300000000005,43,PYPL
07-28-2017,62.62791,72.0,49.0,6.20211,65.0,59.8,59.04,60.71,59.2,59.2,4.1304300000000005,43,PYPL
07-31-2017,62.93023,73.0,49.0,6.19601,65.0,59.37,58.52,59.64,58.55,58.55,4.1304300000000005,43,PYPL
08-01-2017,62.93023,73.0,49.0,6.19601,65.0,59.0,58.79,59.39,59.34,59.34,4.1304300000000005,43,PYPL
08-02-2017,62.93023,73.0,49.0,6.19601,65.0,59.67,58.44,59.71,59.12,59.12,4.1304300000000005,43,PYPL
08-03-2017,62.93023,73.0,49.0,6.19601,65.0,59.16,58.36,59.28,58.42,58.42,4.1304300000000005,43,PYPL
08-04-2017,63.07143,73.0,49.0,6.20059,65.0,58.62,58.32,58.93,58.86,58.86,4.11111,42,PYPL
08-07-2017,63.07143,73.0,49.0,6.20059,65.0,59.18,58.84,59.64,59.62,59.62,4.11111,42,PYPL
08-08-2017,63.07143,73.0,49.0,6.20059,65.0,59.61,59.25,59.88,59.48,59.48,4.11111,42,PYPL
08-09-2017,63.07143,73.0,49.0,6.20059,65.0,58.97,58.59,59.73,59.67,59.67,4.11111,42,PYPL
08-10-2017,63.07143,73.0,49.0,6.20059,65.0,59.24,57.81,59.37,58.02,58.02,4.11111,42,PYPL
08-11-2017,63.07143,73.0,49.0,6.20059,65.0,57.85,57.58,58.25,58.04,58.04,4.11111,42,PYPL
08-14-2017,63.07143,73.0,49.0,6.20059,65.0,58.61,58.271,59.2763,59.06,59.06,4.11111,42,PYPL
08-15-2017,63.38095,73.0,50.0,5.8021,65.0,59.3,59.23,59.98,59.69,59.69,4.11111,42,PYPL
08-16-2017,63.38095,73.0,50.0,5.8021,65.0,59.95,59.6,60.7,60.29,60.29,4.11111,42,PYPL
08-17-2017,63.57143,73.0,50.0,5.78645,65.0,60.15,59.29,60.28,59.29,59.29,4.11111,42,PYPL
08-18-2017,63.57143,73.0,50.0,5.78645,65.0,59.36,58.94,59.82,59.44,59.44,4.11111,42,PYPL
08-21-2017,63.57143,73.0,50.0,5.78645,65.0,59.33,58.755,59.65,59.4,59.4,4.11111,42,PYPL
08-22-2017,63.57143,73.0,50.0,5.78645,65.0,59.72,59.44,61.0,60.84,60.84,4.11111,42,PYPL
08-23-2017,63.57143,73.0,50.0,5.78645,65.0,60.3,59.82,60.51,60.05,60.05,4.11111,42,PYPL
08-24-2017,63.57143,73.0,50.0,5.78645,65.0,60.22,59.11,60.43,60.0,60.0,4.11111,42,PYPL
08-25-2017,63.57143,73.0,50.0,5.78645,65.0,60.33,59.61,60.58,59.97,59.97,4.11111,42,PYPL
08-28-2017,63.57143,73.0,50.0,5.78645,65.0,60.31,59.81,60.53,60.53,60.53,4.11111,42,PYPL
08-29-2017,63.57143,73.0,50.0,5.78645,65.0,59.82,59.63,61.16,61.01,61.01,4.11111,42,PYPL
08-30-2017,63.57143,73.0,50.0,5.78645,65.0,61.05,60.89,61.86,61.77,61.77,4.11111,42,PYPL
08-31-2017,63.57143,73.0,50.0,5.78645,65.0,62.0,61.17,62.029,61.68,61.68,4.11111,42,PYPL
09-01-2017,63.57143,73.0,50.0,5.78645,65.0,61.98,61.3831,62.23,61.46,61.46,4.11111,42,PYPL
09-05-2017,63.69048,73.0,50.0,5.78375,65.0,61.26,60.58,61.75,61.27,61.27,4.11111,42,PYPL
09-06-2017,63.90244,73.0,50.0,5.92557,65.0,61.74,60.9,61.99,61.24,61.24,4.13636,41,PYPL
09-07-2017,63.90244,73.0,50.0,5.92557,65.0,61.33,61.28,62.13,62.0,62.0,4.13636,41,PYPL
09-08-2017,63.90244,73.0,50.0,5.92557,65.0,61.94,61.1,62.0,61.13,61.13,4.13636,41,PYPL
09-11-2017,64.07143,73.0,50.0,5.95376,65.0,61.73,61.62,63.26,62.64,62.64,4.15556,42,PYPL
09-12-2017,64.07143,73.0,50.0,5.95376,65.0,62.95,62.15,63.12,62.56,62.56,4.15556,42,PYPL
09-13-2017,64.07143,73.0,50.0,5.95376,65.0,62.47,61.58,62.75,62.04,62.04,4.15556,42,PYPL
09-14-2017,64.07143,73.0,50.0,5.95376,65.0,62.04,61.71,62.37,62.24,62.24,4.15556,42,PYPL
09-15-2017,64.14286,73.0,50.0,5.99433,65.0,62.27,61.96,62.8,62.5,62.5,4.15556,42,PYPL
09-18-2017,64.2381,73.0,50.0,6.05455,65.0,62.62,62.52,63.5299,62.92,62.92,4.15556,42,PYPL
09-19-2017,64.2381,73.0,50.0,6.05455,65.0,63.01,62.96,63.925,63.83,63.83,4.15556,42,PYPL
09-20-2017,64.54762,81.0,50.0,6.55091,65.0,63.99,63.83,64.87,64.74,64.74,4.15556,42,PYPL
09-21-2017,64.54762,81.0,50.0,6.55091,65.0,64.67,63.905,64.95,64.63,64.63,4.15556,42,PYPL
09-22-2017,64.54762,81.0,50.0,6.55091,65.0,64.33,64.11,65.24,65.08,65.08,4.15556,42,PYPL
09-25-2017,64.54762,81.0,50.0,6.55091,65.0,65.0,62.365,65.0,63.5,63.5,4.15556,42,PYPL
09-26-2017,64.54762,81.0,50.0,6.55091,65.0,63.71,62.84,63.7623,62.94,62.94,4.15556,42,PYPL
09-27-2017,64.71429,81.0,50.0,6.64862,65.5,63.41,63.1601,63.75,63.33,63.33,4.15556,42,PYPL
09-28-2017,64.85714,81.0,50.0,6.41268,65.5,63.62,63.11,64.055,63.93,63.93,4.15556,42,PYPL
09-29-2017,65.04762,81.0,50.0,6.58986,65.5,63.86,63.5,64.17,64.03,64.03,4.15556,42,PYPL
10-02-2017,65.25581,81.0,50.0,6.65108,66.0,64.5,64.1,65.12,64.18,64.18,4.17391,43,PYPL
10-03-2017,65.55814,81.0,50.0,6.87869,66.0,64.51,63.7607,64.51,64.22,64.22,4.17391,43,PYPL
10-04-2017,65.55814,81.0,50.0,6.87869,66.0,64.3,63.69,64.3,64.01,64.01,4.17391,43,PYPL
10-05-2017,65.67442,81.0,50.0,6.94403,66.0,64.38,64.22,66.0,65.82,65.82,4.17391,43,PYPL
10-06-2017,65.83721,81.0,50.0,7.14608,66.0,66.0,65.79,66.41,66.05,66.05,4.15217,43,PYPL
10-09-2017,65.97674,81.0,50.0,7.28327,66.0,66.2,65.9,66.55,66.23,66.23,4.15217,43,PYPL
10-10-2017,66.13953,81.0,50.0,7.29314,67.0,66.6,65.79,66.67,66.04,66.04,4.15217,43,PYPL
10-11-2017,66.60465,81.0,50.0,7.51476,67.0,67.25,66.98,68.42,67.78,67.78,4.17391,43,PYPL
10-12-2017,67.15909,81.0,50.0,7.83043,67.5,68.02,67.8048,68.98,68.86,68.86,4.17391,44,PYPL
10-13-2017,67.63636,81.0,50.0,7.89445,68.0,69.49,68.0,69.61,68.66,68.66,4.17391,44,PYPL
10-16-2017,68.06818,81.0,50.0,7.62293,69.0,69.04,67.28,69.2,67.31,67.31,4.17391,44,PYPL
10-17-2017,68.95349,83.0,50.0,7.71876,70.0,67.65,66.35,67.67,66.67,66.67,4.2,43,PYPL
10-18-2017,69.30233,83.0,50.0,7.85489,70.0,67.4,67.0,67.5,67.26,67.26,4.2,43,PYPL
10-19-2017,69.34884,83.0,50.0,7.92958,70.0,67.3,66.16,67.45,67.25,67.25,4.2,43,PYPL
10-20-2017,74.83721,83.0,56.0,6.4445,77.0,71.33,69.69,71.73,70.97,70.97,4.2,43,PYPL
10-23-2017,74.95349,83.0,56.0,6.35373,77.0,71.02,69.55,71.33,69.8,69.8,4.2,43,PYPL
10-24-2017,75.11628,83.0,56.0,6.39116,78.0,69.73,69.67,70.565,70.21,70.21,4.2,43,PYPL
10-25-2017,75.11628,83.0,56.0,6.39116,78.0,69.94,69.85,71.42,71.02,71.02,4.2,43,PYPL
10-26-2017,75.11628,83.0,56.0,6.39116,78.0,71.46,71.04,72.07,71.34,71.34,4.2,43,PYPL
10-27-2017,75.11628,83.0,56.0,6.39116,78.0,71.72,70.58,71.79,71.06,71.06,4.2,43,PYPL
10-30-2017,75.11628,83.0,56.0,6.39116,78.0,71.45,70.53,71.54,71.15,71.15,4.2,43,PYPL
10-31-2017,75.11628,83.0,56.0,6.39116,78.0,71.34,71.11,72.74,72.56,72.56,4.2,43,PYPL
11-01-2017,75.11628,83.0,56.0,6.39116,78.0,72.78,71.69,72.99,72.38,72.38,4.2,43,PYPL
11-02-2017,75.11628,83.0,56.0,6.39116,78.0,72.46,72.01,72.7755,72.25,72.25,4.2,43,PYPL
11-03-2017,75.11628,83.0,56.0,6.39116,78.0,72.37,71.94,73.41,73.39,73.39,4.2,43,PYPL
11-06-2017,75.11628,83.0,56.0,6.39116,78.0,73.72,73.42,74.76,74.74,74.74,4.2,43,PYPL
11-07-2017,75.18605,86.0,56.0,6.49241,78.0,75.17,74.19,75.45,74.41,74.41,4.2,43,PYPL
11-08-2017,75.18605,86.0,56.0,6.49241,78.0,74.0,73.31,75.0,74.77,74.77,4.2,43,PYPL
11-09-2017,75.18605,86.0,56.0,6.49241,78.0,74.02,72.41,74.2,74.1,74.1,4.2,43,PYPL
11-10-2017,75.18605,86.0,56.0,6.49241,78.0,73.77,73.56,74.14,73.99,73.99,4.2,43,PYPL
11-13-2017,75.65116,90.0,56.0,6.81272,78.0,73.61,73.34,74.29,74.03,74.03,4.2,43,PYPL
11-14-2017,75.7907,90.0,56.0,6.96021,78.0,74.1,73.62,74.82,74.49,74.49,4.2,43,PYPL
11-15-2017,75.7907,90.0,56.0,6.96021,78.0,74.3,73.1853,74.4,73.43,73.43,4.2,43,PYPL
11-16-2017,76.18605,90.0,56.0,7.29847,78.0,75.5,75.28,77.94,77.7,77.7,4.15556,43,PYPL
11-17-2017,78.25,93.0,56.0,8.43996,79.5,78.01,75.8,78.01,76.38,76.38,4.17391,44,PYPL
11-20-2017,78.77273,93.0,56.0,8.6599,80.0,76.6,75.88,77.32,76.01,76.01,4.17391,44,PYPL
11-21-2017,78.77273,93.0,56.0,8.6599,80.0,77.09,76.85,78.43,77.77,77.77,4.17391,44,PYPL
11-22-2017,78.77273,93.0,56.0,8.6599,80.0,77.9,76.62,77.99,77.57,77.57,4.17391,44,PYPL
11-24-2017,78.86667,93.0,56.0,8.58578,80.0,77.81,77.7,78.9,78.57,78.57,4.19149,45,PYPL
11-27-2017,78.86667,93.0,56.0,8.58578,80.0,78.63,77.71,79.385,77.84,77.84,4.19149,45,PYPL
11-28-2017,78.86667,93.0,56.0,8.58578,80.0,77.95,77.2435,78.23,77.79,77.79,4.19149,45,PYPL
11-29-2017,78.86667,93.0,56.0,8.58578,80.0,77.95,71.67,77.98,73.25,73.25,4.19149,45,PYPL
11-30-2017,78.95556,93.0,56.0,8.6177,80.0,73.77,73.54,75.87,75.73,75.73,4.19149,45,PYPL
12-01-2017,79.06667,93.0,56.0,8.72646,80.0,75.22,74.26,76.44,75.3,75.3,4.19149,45,PYPL
12-04-2017,79.06667,93.0,56.0,8.72646,80.0,75.59,68.61,75.7439,70.97,70.97,4.19149,45,PYPL
12-05-2017,79.06667,93.0,56.0,8.72646,80.0,69.81,69.61,72.75,71.2,71.2,4.19149,45,PYPL
12-06-2017,79.06667,93.0,56.0,8.72646,80.0,70.89,70.83,73.2,73.14,73.14,4.19149,45,PYPL
12-07-2017,79.06667,93.0,56.0,8.72646,80.0,73.25,73.25,74.069,73.69,73.69,4.19149,45,PYPL
12-08-2017,79.06667,93.0,56.0,8.72646,80.0,74.71,72.6,74.71,72.91,72.91,4.19149,45,PYPL
12-11-2017,79.06667,93.0,56.0,8.72646,80.0,72.96,72.56,73.68,73.29,73.29,4.19149,45,PYPL
12-12-2017,79.33333,93.0,56.0,8.59716,80.0,73.45,73.0,74.31,73.62,73.62,4.19149,45,PYPL
12-13-2017,79.51111,93.0,56.0,8.64516,81.0,74.08,73.77,75.42,74.09,74.09,4.19149,45,PYPL
12-14-2017,79.51111,93.0,56.0,8.64516,81.0,74.5,74.2,75.53,74.26,74.26,4.19149,45,PYPL
12-15-2017,79.73333,93.0,56.0,8.65486,81.0,74.82,73.51,75.87,75.65,75.65,4.19149,45,PYPL
12-18-2017,79.73333,93.0,56.0,8.65486,81.0,76.3,75.2,76.35,75.32,75.32,4.19149,45,PYPL
12-19-2017,79.73333,93.0,56.0,8.65486,81.0,75.39,73.91,75.39,74.5,74.5,4.19149,45,PYPL
12-20-2017,79.73333,93.0,56.0,8.65486,81.0,74.64,73.76,74.9,74.0,74.0,4.19149,45,PYPL
12-21-2017,80.17778,93.0,56.0,8.80981,82.0,74.19,73.8,74.47,74.02,74.02,4.19149,45,PYPL
12-22-2017,80.17778,93.0,56.0,8.80981,82.0,73.8,72.9,74.04,73.89,73.89,4.19149,45,PYPL
12-26-2017,80.17778,93.0,56.0,8.80981,82.0,73.29,72.63,74.34,74.27,74.27,4.19149,45,PYPL
12-27-2017,80.17778,93.0,56.0,8.80981,82.0,74.25,74.0,74.93,74.59,74.59,4.19149,45,PYPL
12-28-2017,80.17778,93.0,56.0,8.80981,82.0,74.96,73.86,75.0,74.17,74.17,4.19149,45,PYPL
12-29-2017,80.17778,93.0,56.0,8.80981,82.0,73.92,73.58,74.53,73.62,73.62,4.19149,45,PYPL
01-02-2018,80.48889,93.0,56.0,8.54692,82.0,74.235,73.43,74.5,73.84,73.84,4.19149,45,PYPL
01-03-2018,80.48889,93.0,56.0,8.54692,82.0,74.3,74.05,76.8499,76.75,76.75,4.19149,45,PYPL
01-04-2018,80.73333,93.0,56.0,8.223,82.0,77.33,76.2599,77.9287,76.73,76.73,4.19149,45,PYPL
01-05-2018,80.86667,96.0,56.0,8.4185,82.0,77.11,77.01,78.93,78.7,78.7,4.19149,45,PYPL
01-08-2018,80.86667,96.0,56.0,8.4185,82.0,78.7,77.773,79.18,79.05,79.05,4.19149,45,PYPL
01-09-2018,81.46667,96.0,56.0,8.27473,84.0,80.1,78.52,80.39,79.19,79.19,4.23404,45,PYPL
01-10-2018,81.62222,96.0,56.0,8.27389,84.0,78.5,77.7,79.485,79.37,79.37,4.23404,45,PYPL
01-11-2018,81.88889,96.0,56.0,8.11917,84.0,79.45,78.91,79.87,79.75,79.75,4.23404,45,PYPL
01-12-2018,81.88889,96.0,56.0,8.11917,84.0,80.0,79.66,80.77,80.54,80.54,4.23404,45,PYPL
01-16-2018,82.13333,96.0,56.0,8.31759,84.0,80.95,79.94,81.8,80.42,80.42,4.23404,45,PYPL
01-17-2018,82.13333,96.0,56.0,8.31759,84.0,80.4,79.96,82.61,82.47,82.47,4.23404,45,PYPL
01-18-2018,82.75556,96.0,56.0,8.29499,85.0,82.43,81.61,83.44,82.94,82.94,4.19149,45,PYPL
01-19-2018,82.75556,96.0,56.0,8.29499,85.0,83.23,83.1283,84.19,83.84,83.84,4.19149,45,PYPL
01-22-2018,82.75556,96.0,56.0,8.29499,85.0,84.0,83.22,84.21,83.98,83.98,4.19149,45,PYPL
01-23-2018,82.75556,96.0,56.0,8.29499,85.0,84.12,83.45,84.55,84.21,84.21,4.19149,45,PYPL
01-24-2018,82.45455,95.0,56.0,8.14208,85.0,84.52,82.71,85.29,83.71,83.71,4.17391,44,PYPL
01-25-2018,82.45455,95.0,56.0,8.14208,85.0,84.0,83.71,85.27,84.34,84.34,4.17391,44,PYPL
01-26-2018,82.52273,98.0,56.0,8.25857,85.0,84.46,84.04,85.49,85.45,85.45,4.17391,44,PYPL
01-29-2018,83.06818,98.0,56.0,8.54772,85.0,85.2,83.62,85.35,84.31,84.31,4.17391,44,PYPL
01-30-2018,83.06818,98.0,56.0,8.54772,85.0,83.0,82.0,84.17,83.78,83.78,4.17391,44,PYPL
01-31-2018,83.06818,98.0,56.0,8.54772,85.0,84.18,84.16,86.32,85.32,85.32,4.17391,44,PYPL
02-01-2018,83.32558,98.0,56.0,8.68498,87.0,79.95,76.7,80.95,78.4,78.4,4.1304300000000005,43,PYPL
02-02-2018,83.27907,98.0,56.0,8.64366,87.0,78.1,76.28,79.62,76.57,76.57,4.1304300000000005,43,PYPL
02-05-2018,83.86047,98.0,56.0,8.83856,87.0,75.95,74.68,78.98,74.705,74.705,4.17391,43,PYPL
02-06-2018,83.86047,98.0,56.0,8.83856,87.0,72.63,72.25,76.515,75.68,75.68,4.17391,43,PYPL
02-07-2018,83.86047,98.0,56.0,8.83856,87.0,75.35,74.94,77.58,75.59,75.59,4.17391,43,PYPL
02-08-2018,83.86047,98.0,56.0,8.83856,87.0,75.63,72.27,75.91,72.32,72.32,4.17391,43,PYPL
02-09-2018,84.47619,98.0,56.0,7.97985,87.5,73.14,71.63,75.27,74.75,74.75,4.15556,42,PYPL
02-12-2018,84.66667,98.0,56.0,7.72339,87.5,75.49,74.852,76.28,75.28,75.28,4.15556,42,PYPL
02-13-2018,84.66667,98.0,56.0,7.72339,87.5,74.81,74.55,75.6,74.97,74.97,4.15556,42,PYPL
02-14-2018,84.59524,98.0,56.0,7.67823,87.5,74.18,74.13,77.36,77.27,77.27,4.15556,42,PYPL
02-15-2018,84.59524,98.0,56.0,7.67823,87.5,78.01,76.58,78.3,78.295,78.295,4.15556,42,PYPL
02-16-2018,84.59524,98.0,56.0,7.67823,87.5,78.2,77.53,78.75,78.37,78.37,4.15556,42,PYPL
02-20-2018,84.59524,98.0,56.0,7.67823,87.5,77.7,76.66,78.54,77.06,77.06,4.15556,42,PYPL
02-21-2018,84.59524,98.0,56.0,7.67823,87.5,77.2,76.465,78.496,76.51,76.51,4.15556,42,PYPL
02-22-2018,84.59524,98.0,56.0,7.67823,87.5,76.8,76.77,78.37,77.7,77.7,4.15556,42,PYPL
02-23-2018,84.59524,98.0,56.0,7.67823,87.5,78.26,77.391,79.7,79.69,79.69,4.15556,42,PYPL
02-26-2018,84.59524,98.0,56.0,7.67823,87.5,80.0,78.98,80.05,79.35,79.35,4.15556,42,PYPL
02-27-2018,84.59524,98.0,56.0,7.67823,87.5,79.11,78.61,79.929,79.46,79.46,4.15556,42,PYPL
02-28-2018,84.59524,98.0,56.0,7.67823,87.5,79.9,79.39,82.17,79.41,79.41,4.15556,42,PYPL
03-01-2018,84.59524,98.0,56.0,7.67823,87.5,79.6,77.88,80.44,78.64,78.64,4.15556,42,PYPL
03-02-2018,84.59524,98.0,56.0,7.67823,87.5,77.52,76.93,79.11,78.87,78.87,4.15556,42,PYPL
03-05-2018,84.59524,98.0,56.0,7.67823,87.5,78.07,77.09,79.42,79.07,79.07,4.15556,42,PYPL
03-06-2018,84.59524,98.0,56.0,7.67823,87.5,79.33,78.85,79.95,79.23,79.23,4.15556,42,PYPL
03-07-2018,84.59524,98.0,56.0,7.67823,87.5,78.65,78.01,79.555,79.52,79.52,4.15556,42,PYPL
03-08-2018,84.59524,98.0,56.0,7.67823,87.5,79.85,79.53,80.49,79.87,79.87,4.15556,42,PYPL
03-09-2018,84.58537,98.0,56.0,7.77104,88.0,80.26,80.11,80.85,80.71,80.71,4.15909,41,PYPL
03-12-2018,84.58537,98.0,56.0,7.77104,88.0,80.75,80.35,81.17,80.6,80.6,4.15909,41,PYPL
03-13-2018,84.58537,98.0,56.0,7.77104,88.0,80.69,79.27,80.99,80.2,80.2,4.15909,41,PYPL
03-14-2018,84.58537,98.0,56.0,7.77104,88.0,80.74,80.64,83.5,83.31,83.31,4.15909,41,PYPL
03-15-2018,84.775,98.0,56.0,8.07616,88.0,83.75,81.57,83.99,82.57,82.57,4.16279,40,PYPL
