 Date,META Price Target,META Price Target - High,META Price Target - Low,META Price Target - StdDev,META Price Target - Median,META Open,META Low,META High,META Close,META Adj. Close,META Rating,META Price Target - #,Ticker
04-14-2015,91.34,107.0,65.0,9.08538,92.0,83.17,82.44,83.69,83.515,83.515,4.3921600000000005,45,META
04-15-2015,91.34,107.0,65.0,9.08538,92.0,83.55,82.27,83.66,82.705,82.705,4.3921600000000005,45,META
04-16-2015,91.36222,107.0,65.0,9.12236,92.0,82.47,82.15,83.07,82.31,82.31,4.3921600000000005,45,META
04-17-2015,91.575,107.0,65.0,9.11435,92.0,81.48,80.37,82.11,80.775,80.775,4.38,44,META
04-20-2015,91.575,107.0,65.0,9.11435,92.0,81.54,81.24,83.15,83.09,83.09,4.38,44,META
04-21-2015,91.76222,107.0,65.0,9.09767,92.0,84.0,83.54,84.49,83.62,83.62,4.3921600000000005,45,META
04-22-2015,91.76222,107.0,65.0,9.09767,92.0,84.32,83.65,84.74,84.63,84.63,4.3921600000000005,45,META
04-23-2015,94.85111,114.0,65.0,9.35271,95.0,84.1,82.41,85.59,82.41,82.41,4.43137,45,META
04-24-2015,95.02889,114.0,65.0,8.98549,95.0,82.77,81.48,82.94,81.53,81.53,4.43137,45,META
04-27-2015,95.02889,114.0,65.0,8.98549,95.0,81.87,81.63,82.93,81.91,81.91,4.43137,45,META
04-28-2015,95.54545,114.0,65.0,8.40036,95.0,81.83,80.23,81.9,80.68,80.68,4.46,44,META
04-29-2015,95.54545,114.0,65.0,8.40036,95.0,80.01,79.52,81.39,80.465,80.465,4.46,44,META
04-30-2015,95.54545,114.0,65.0,8.40036,95.0,80.01,78.32,80.96,78.77,78.77,4.46,44,META
05-01-2015,95.54545,114.0,65.0,8.40036,95.0,79.24,78.11,79.76,78.99,78.99,4.46,44,META
05-04-2015,95.54545,114.0,65.0,8.40036,95.0,79.33,78.6301,79.69,78.81,78.81,4.46,44,META
05-05-2015,95.54545,114.0,65.0,8.40036,95.0,78.55,77.22,78.8,77.56,77.56,4.46,44,META
05-06-2015,95.54545,114.0,65.0,8.40036,95.0,77.97,77.05,78.81,78.1,78.1,4.46,44,META
05-07-2015,95.54545,114.0,65.0,8.40036,95.0,78.0,77.56,78.94,78.425,78.425,4.46,44,META
05-08-2015,95.54545,114.0,65.0,8.40036,95.0,79.1,78.03,79.23,78.51,78.51,4.46,44,META
05-11-2015,95.54545,114.0,65.0,8.40036,95.0,78.48,77.93,79.03,78.01,78.01,4.46,44,META
05-12-2015,95.54545,114.0,65.0,8.40036,95.0,77.87,76.79,77.89,77.46,77.46,4.46,44,META
05-13-2015,95.54545,114.0,65.0,8.40036,95.0,77.72,77.65,78.53,78.44,78.44,4.46,44,META
05-14-2015,95.54545,114.0,65.0,8.40036,95.0,78.94,78.67,81.845,81.37,81.37,4.46,44,META
05-15-2015,95.54545,114.0,65.0,8.40036,95.0,81.41,80.18,81.52,80.42,80.42,4.46,44,META
05-18-2015,95.54545,114.0,65.0,8.40036,95.0,80.33,80.23,81.38,80.88,80.88,4.46,44,META
05-19-2015,95.54545,114.0,65.0,8.40036,95.0,81.25,80.55,81.69,80.63,80.63,4.46,44,META
05-20-2015,95.54545,114.0,65.0,8.40036,95.0,80.47,79.46,81.1,80.55,80.55,4.46,44,META
05-21-2015,95.54545,114.0,65.0,8.40036,95.0,80.19,80.08,80.92,80.48,80.48,4.46,44,META
05-22-2015,95.54545,114.0,65.0,8.40036,95.0,80.35,80.25,81.31,80.54,80.54,4.46,44,META
05-26-2015,95.54545,114.0,65.0,8.40036,95.0,80.43,79.08,80.6,79.335,79.335,4.46,44,META
05-27-2015,95.54545,114.0,65.0,8.40036,95.0,79.6,79.43,80.66,80.55,80.55,4.46,44,META
05-28-2015,95.54545,114.0,65.0,8.40036,95.0,80.25,80.0,81.0745,80.145,80.145,4.46,44,META
05-29-2015,95.54545,114.0,65.0,8.40036,95.0,79.95,78.88,80.07,79.19,79.19,4.46,44,META
06-01-2015,95.54545,114.0,65.0,8.40036,95.0,79.3,78.66,80.38,80.29,80.29,4.46,44,META
06-02-2015,95.54545,114.0,65.0,8.40036,95.0,79.76,79.56,81.35,80.445,80.445,4.46,44,META
06-03-2015,95.54545,114.0,65.0,8.40036,95.0,81.35,81.25,82.53,82.44,82.44,4.46,44,META
06-04-2015,95.77273,114.0,65.0,8.517,95.0,82.14,81.51,82.95,82.05,82.05,4.46,44,META
06-05-2015,95.77273,114.0,65.0,8.517,95.0,81.87,81.51,82.46,82.14,82.14,4.46,44,META
06-08-2015,95.77273,114.0,65.0,8.517,95.0,81.82,80.13,82.0,80.67,80.67,4.46,44,META
06-09-2015,95.77273,114.0,65.0,8.517,95.0,80.6,79.32,81.19,80.67,80.67,4.46,44,META
06-10-2015,95.73333,114.0,65.0,8.42589,95.0,80.83,80.81,82.6,82.16,82.16,4.43137,45,META
06-11-2015,95.73333,114.0,65.0,8.42589,95.0,82.31,81.36,82.9,81.83,81.83,4.43137,45,META
06-12-2015,95.73333,114.0,65.0,8.42589,95.0,81.37,81.2,82.09,81.53,81.53,4.43137,45,META
06-15-2015,96.09091,114.0,65.0,8.17651,95.0,80.55,80.07,80.93,80.71,80.71,4.46,44,META
06-16-2015,96.09091,114.0,65.0,8.17651,95.0,80.82,80.45,81.51,81.06,81.06,4.46,44,META
06-17-2015,96.27273,114.0,65.0,8.34855,95.0,81.76,81.34,82.22,81.79,81.79,4.46,44,META
06-18-2015,96.34091,114.0,65.0,8.37459,95.0,81.64,81.57,83.19,82.905,82.905,4.46,44,META
06-19-2015,96.34091,114.0,65.0,8.37459,95.0,82.83,82.12,82.98,82.51,82.51,4.46,44,META
06-22-2015,96.97727,120.0,65.0,9.05661,95.5,83.41,83.31,84.97,84.74,84.74,4.46,44,META
06-23-2015,96.97727,120.0,65.0,9.05661,95.5,84.96,84.76,87.97,87.88,87.88,4.46,44,META
06-24-2015,97.04545,120.0,68.0,8.82392,95.5,87.66,87.45,89.25,88.86,88.86,4.46,44,META
06-25-2015,97.2,120.0,68.0,8.78534,96.0,89.26,87.835,89.4,87.98,87.98,4.47059,45,META
06-26-2015,97.2,120.0,68.0,8.78534,96.0,88.12,86.8283,88.34,88.01,88.01,4.47059,45,META
06-29-2015,97.2,120.0,68.0,8.78534,96.0,86.61,85.73,87.5,85.8,85.8,4.47059,45,META
06-30-2015,97.42222,120.0,68.0,8.85309,96.0,86.6,85.57,86.7,85.765,85.765,4.47059,45,META
07-01-2015,97.6,120.0,68.0,8.8227,97.0,86.77,86.49,87.95,86.91,86.91,4.47059,45,META
07-02-2015,97.6,120.0,68.0,8.8227,97.0,87.4,86.3401,87.44,87.285,87.285,4.47059,45,META
07-06-2015,97.6,120.0,68.0,8.8227,97.0,86.49,86.39,88.1846,87.55,87.55,4.47059,45,META
07-07-2015,97.6,120.0,68.0,8.8227,97.0,87.8,85.231,87.85,87.22,87.22,4.47059,45,META
07-08-2015,97.6,120.0,68.0,8.8227,97.0,86.29,85.445,86.75,85.65,85.65,4.47059,45,META
07-09-2015,97.6,120.0,68.0,8.8227,97.0,86.73,85.6499,87.6,85.88,85.88,4.47059,45,META
07-10-2015,97.6,120.0,68.0,8.8227,97.0,87.35,86.77,88.22,87.95,87.95,4.47059,45,META
07-13-2015,97.55556,120.0,68.0,8.78017,97.0,88.66,88.42,90.22,90.1,90.1,4.43137,45,META
07-14-2015,97.55556,120.0,68.0,8.78017,97.0,90.46,89.65,90.8,89.68,89.68,4.43137,45,META
07-15-2015,97.91111,120.0,68.0,8.95128,98.0,90.0,89.42,90.99,89.76,89.76,4.43137,45,META
07-16-2015,97.91111,120.0,68.0,8.95128,98.0,90.28,89.77,90.86,90.85,90.85,4.43137,45,META
07-17-2015,97.91111,120.0,68.0,8.95128,98.0,92.55,92.54,95.39,94.97,94.97,4.43137,45,META
07-20-2015,98.32609,120.0,68.0,9.28078,99.0,95.85,95.36,98.6,97.91,97.91,4.42308,46,META
07-21-2015,98.73913,120.0,68.0,9.58585,100.0,98.95,97.1427,99.24,98.39,98.39,4.42308,46,META
07-22-2015,98.73913,120.0,68.0,9.58585,100.0,96.74,95.92,97.58,97.04,97.04,4.42308,46,META
07-23-2015,98.73913,120.0,68.0,9.58585,100.0,96.96,94.81,97.45,95.44,95.44,4.42308,46,META
07-24-2015,98.73913,120.0,68.0,9.58585,100.0,97.35,95.88,97.76,96.95,96.95,4.42308,46,META
07-27-2015,100.06522,125.0,68.0,10.41404,100.0,96.58,93.8301,96.61,94.17,94.17,4.42308,46,META
07-28-2015,100.06522,125.0,68.0,10.41404,100.0,94.84,93.31,95.56,95.29,95.29,4.42308,46,META
07-29-2015,100.06522,125.0,68.0,10.41404,100.0,96.32,94.74,97.28,96.99,96.99,4.42308,46,META
07-30-2015,108.76087,146.0,68.0,11.66598,110.0,94.91,91.8,95.81,95.21,95.21,4.48077,46,META
07-31-2015,108.76087,146.0,68.0,11.66598,110.0,94.95,93.95,96.33,94.01,94.01,4.48077,46,META
08-03-2015,109.5,146.0,68.0,11.32091,110.0,93.53,92.8,95.08,94.14,94.14,4.48077,46,META
08-04-2015,109.5,146.0,68.0,11.32091,110.0,93.79,93.33,94.73,94.06,94.06,4.48077,46,META
08-05-2015,109.5,146.0,68.0,11.32091,110.0,95.25,95.18,97.09,96.44,96.44,4.48077,46,META
08-06-2015,109.5,146.0,68.0,11.32091,110.0,97.18,94.42,98.74,95.12,95.12,4.48077,46,META
08-07-2015,109.5,146.0,68.0,11.32091,110.0,95.38,93.61,95.4,94.3,94.3,4.48077,46,META
08-10-2015,109.82979,146.0,68.0,11.42099,110.0,95.68,93.63,95.9,94.15,94.15,4.49057,47,META
08-11-2015,109.82979,146.0,68.0,11.42099,110.0,93.73,92.9006,94.76,93.62,93.62,4.49057,47,META
08-12-2015,110.17391,146.0,68.0,11.30084,110.0,92.7,91.19,94.44,94.19,94.19,4.48077,46,META
08-13-2015,110.17391,146.0,68.0,11.30084,110.0,94.05,93.35,94.73,93.43,93.43,4.48077,46,META
08-14-2015,110.17391,146.0,68.0,11.30084,110.0,93.54,93.21,94.72,94.42,94.42,4.48077,46,META
08-17-2015,110.17391,146.0,68.0,11.30084,110.0,94.42,93.39,94.46,93.93,93.93,4.48077,46,META
08-18-2015,110.5,146.0,68.0,11.36308,110.0,94.08,94.04,95.85,95.17,95.17,4.48077,46,META
08-19-2015,110.5,146.0,68.0,11.36308,110.0,94.63,94.161,96.1,95.31,95.31,4.48077,46,META
08-20-2015,110.5,146.0,68.0,11.36308,110.0,93.54,90.46,94.77,90.56,90.56,4.48077,46,META
08-21-2015,110.5,146.0,68.0,11.36308,110.0,87.52,85.61,89.18,86.06,86.06,4.48077,46,META
08-24-2015,110.5,146.0,68.0,11.36308,110.0,77.03,72.0,87.14,82.09,82.09,4.48077,46,META
08-25-2015,110.5,146.0,68.0,11.36308,110.0,86.95,83.0,87.67,83.0,83.0,4.48077,46,META
08-26-2015,110.5,146.0,68.0,11.36308,110.0,85.95,83.26,87.46,87.19,87.19,4.48077,46,META
08-27-2015,110.5,146.0,68.0,11.36308,110.0,89.1,87.19,90.06,89.73,89.73,4.48077,46,META
08-28-2015,110.5,146.0,68.0,11.36308,110.0,89.88,89.792,91.48,91.01,91.01,4.48077,46,META
08-31-2015,110.5,146.0,68.0,11.36308,110.0,90.6,88.89,91.05,89.43,89.43,4.48077,46,META
09-01-2015,110.63043,146.0,68.0,11.37954,110.0,86.85,86.5,89.39,87.23,87.23,4.48077,46,META
09-02-2015,110.63043,146.0,68.0,11.37954,110.0,88.81,87.63,89.89,89.89,89.89,4.48077,46,META
09-03-2015,110.63043,146.0,68.0,11.37954,110.0,89.76,87.73,89.82,88.15,88.15,4.48077,46,META
09-04-2015,110.63043,146.0,68.0,11.37954,110.0,87.2,86.7,88.39,88.26,88.26,4.48077,46,META
09-08-2015,110.63043,146.0,68.0,11.37954,110.0,89.69,88.83,90.24,89.53,89.53,4.48077,46,META
09-09-2015,110.63043,146.0,68.0,11.37954,110.0,90.78,90.17,91.98,90.44,90.44,4.48077,46,META
09-10-2015,110.63043,146.0,68.0,11.37954,110.0,90.07,89.63,92.06,91.98,91.98,4.48077,46,META
09-11-2015,110.63043,146.0,68.0,11.37954,110.0,91.68,91.13,92.08,92.05,92.05,4.48077,46,META
09-14-2015,110.63043,146.0,68.0,11.37954,110.0,92.31,91.6,92.62,92.31,92.31,4.48077,46,META
09-15-2015,110.63043,146.0,68.0,11.37954,110.0,92.37,91.79,93.25,92.9,92.9,4.48077,46,META
09-16-2015,110.63043,146.0,68.0,11.37954,110.0,92.9,92.63,93.6,93.45,93.45,4.48077,46,META
09-17-2015,110.63043,146.0,68.0,11.37954,110.0,93.37,92.9,95.51,94.34,94.34,4.48077,46,META
09-18-2015,110.63043,146.0,68.0,11.37954,110.0,93.2,93.05,95.19,94.4,94.4,4.48077,46,META
09-21-2015,110.63043,146.0,68.0,11.37954,110.0,94.62,94.52,96.49,95.55,95.55,4.48077,46,META
09-22-2015,110.63043,146.0,68.0,11.37954,110.0,93.77,91.92,94.68,92.96,92.96,4.48077,46,META
09-23-2015,110.63043,146.0,68.0,11.37954,110.0,93.4,92.8,94.32,93.97,93.97,4.48077,46,META
09-24-2015,110.63043,146.0,68.0,11.37954,110.0,93.06,92.24,94.765,94.41,94.41,4.48077,46,META
09-25-2015,110.63043,146.0,68.0,11.37954,110.0,95.79,92.06,95.85,92.77,92.77,4.48077,46,META
09-28-2015,110.73913,146.0,68.0,11.39686,110.0,92.08,88.18,92.29,89.21,89.21,4.48077,46,META
09-29-2015,110.73913,146.0,68.0,11.39686,110.0,89.1,85.72,90.06,86.67,86.67,4.48077,46,META
09-30-2015,110.73913,146.0,68.0,11.39686,110.0,88.44,88.01,90.02,89.9,89.9,4.48077,46,META
10-01-2015,110.82979,146.0,68.0,11.29172,110.0,90.05,88.36,90.95,90.95,90.95,4.49057,47,META
10-02-2015,110.82979,146.0,68.0,11.29172,110.0,88.9,88.37,92.2,92.07,92.07,4.49057,47,META
10-05-2015,110.82979,146.0,68.0,11.29172,110.0,92.94,92.66,94.27,94.01,94.01,4.49057,47,META
10-06-2015,110.82979,146.0,68.0,11.29172,110.0,94.08,92.34,94.17,92.8,92.8,4.49057,47,META
10-07-2015,110.82979,146.0,68.0,11.29172,110.0,93.11,91.37,93.66,92.4,92.4,4.49057,47,META
10-08-2015,110.82979,146.0,68.0,11.29172,110.0,91.89,90.47,93.22,92.47,92.47,4.49057,47,META
10-09-2015,110.93617,146.0,68.0,11.30694,111.0,92.9,92.239,93.74,93.24,93.24,4.49057,47,META
10-12-2015,110.93617,146.0,68.0,11.30694,111.0,93.32,92.67,94.6,94.26,94.26,4.49057,47,META
10-13-2015,110.93617,146.0,68.0,11.30694,111.0,93.66,93.55,95.37,94.12,94.12,4.49057,47,META
10-14-2015,110.93617,146.0,68.0,11.30694,111.0,94.08,93.61,95.2,94.07,94.07,4.49057,47,META
10-15-2015,111.38298,146.0,68.0,11.51604,112.0,94.99,94.9,96.3,95.96,95.96,4.5283,47,META
10-16-2015,111.38298,146.0,68.0,11.51604,112.0,96.18,95.35,97.59,97.54,97.54,4.5283,47,META
10-19-2015,111.38298,146.0,68.0,11.51604,112.0,97.18,96.92,98.57,98.47,98.47,4.5283,47,META
10-20-2015,111.59574,146.0,68.0,11.76301,112.0,98.73,96.56,99.59,97.0,97.0,4.5283,47,META
10-21-2015,111.59574,146.0,68.0,11.76301,112.0,97.37,96.47,98.18,97.11,97.11,4.5283,47,META
10-22-2015,111.59574,146.0,68.0,11.76301,112.0,97.79,97.55,99.73,99.67,99.67,4.5283,47,META
10-23-2015,111.59574,146.0,68.0,11.76301,112.0,101.91,100.16,102.85,102.19,102.19,4.50943,47,META
10-26-2015,111.59574,146.0,68.0,11.76301,112.0,102.2,101.55,103.81,103.77,103.77,4.50943,47,META
10-27-2015,111.59574,146.0,68.0,11.76301,112.0,102.94,102.4,104.1,103.7,103.7,4.50943,47,META
10-28-2015,111.59574,146.0,68.0,11.76301,112.0,103.9,102.92,104.48,104.2,104.2,4.50943,47,META
10-29-2015,111.59574,146.0,68.0,11.76301,112.0,103.96,103.52,105.12,104.88,104.88,4.50943,47,META
10-30-2015,111.59574,146.0,68.0,11.76301,112.0,104.51,101.65,104.72,101.97,101.97,4.50943,47,META
11-02-2015,111.59574,146.0,68.0,11.76301,112.0,102.46,101.18,103.47,103.31,103.31,4.50943,47,META
11-03-2015,111.66667,146.0,68.0,11.82746,111.5,103.22,102.4,103.65,102.58,102.58,4.5185200000000005,48,META
11-04-2015,111.66667,146.0,68.0,11.82746,111.5,103.19,102.48,104.14,103.94,103.94,4.5185200000000005,48,META
11-05-2015,121.74468,155.0,68.0,13.6233,125.0,108.8,107.95,110.65,108.76,108.76,4.50943,47,META
11-06-2015,121.74468,155.0,68.0,13.6233,125.0,108.04,105.91,108.74,107.095,107.095,4.50943,47,META
11-09-2015,122.12766,155.0,68.0,13.57974,125.0,107.0,105.86,108.25,106.49,106.49,4.50943,47,META
11-10-2015,122.12766,155.0,68.0,13.57974,125.0,105.96,105.24,108.15,107.91,107.91,4.50943,47,META
11-11-2015,122.12766,155.0,68.0,13.57974,125.0,108.27,107.11,109.87,109.01,109.01,4.50943,47,META
11-12-2015,122.12766,155.0,68.0,13.57974,125.0,108.48,108.0,109.39,108.02,108.02,4.50943,47,META
11-13-2015,122.12766,155.0,68.0,13.57974,125.0,107.71,103.83,108.25,103.95,103.95,4.50943,47,META
11-16-2015,122.31915,155.0,68.0,13.68196,125.0,103.32,100.47,104.17,104.04,104.04,4.55769,47,META
11-17-2015,122.31915,155.0,68.0,13.68196,125.0,104.62,104.14,106.2,105.13,105.13,4.55769,47,META
11-18-2015,122.31915,155.0,68.0,13.68196,125.0,105.8,105.39,107.88,107.77,107.77,4.55769,47,META
11-19-2015,122.31915,155.0,68.0,13.68196,125.0,107.36,105.95,107.73,106.26,106.26,4.55769,47,META
11-20-2015,122.31915,155.0,68.0,13.68196,125.0,106.84,106.62,107.87,107.32,107.32,4.55769,47,META
11-23-2015,122.31915,155.0,68.0,13.68196,125.0,107.19,106.08,107.468,106.95,106.95,4.55769,47,META
11-24-2015,122.53191,155.0,68.0,13.72194,125.0,106.0,104.39,106.49,105.74,105.74,4.55769,47,META
11-25-2015,122.69565,155.0,68.0,13.82479,125.0,106.33,105.1,106.6,105.41,105.41,4.5490200000000005,46,META
11-27-2015,122.69565,155.0,68.0,13.82479,125.0,105.78,104.86,105.96,105.45,105.45,4.5490200000000005,46,META
11-30-2015,122.69565,155.0,68.0,13.82479,125.0,105.84,103.75,106.0999,104.24,104.24,4.5490200000000005,46,META
12-01-2015,122.69565,155.0,68.0,13.82479,125.0,104.83,104.5,107.15,107.12,107.12,4.5490200000000005,46,META
12-02-2015,122.69565,155.0,68.0,13.82479,125.0,107.0,105.79,107.92,106.07,106.07,4.5490200000000005,46,META
12-03-2015,122.69565,155.0,68.0,13.82479,125.0,106.27,103.35,106.85,104.38,104.38,4.5490200000000005,46,META
12-04-2015,122.69565,155.0,68.0,13.82479,125.0,104.81,104.11,107.73,106.18,106.18,4.5490200000000005,46,META
12-07-2015,122.69565,155.0,68.0,13.82479,125.0,106.48,104.66,106.83,105.61,105.61,4.5490200000000005,46,META
12-08-2015,123.33333,155.0,68.0,13.2916,125.0,104.0,103.95,106.91,106.49,106.49,4.5490200000000005,45,META
12-09-2015,123.33333,155.0,68.0,13.2916,125.0,106.18,103.55,106.44,104.6,104.6,4.5490200000000005,45,META
12-10-2015,123.33333,155.0,68.0,13.2916,125.0,105.05,104.41,106.4,105.42,105.42,4.5490200000000005,45,META
12-11-2015,123.33333,155.0,68.0,13.2916,125.0,104.15,101.91,104.34,102.12,102.12,4.5490200000000005,45,META
12-14-2015,123.33333,155.0,68.0,13.2916,125.0,102.285,101.46,104.74,104.66,104.66,4.5490200000000005,45,META
12-15-2015,123.33333,155.0,68.0,13.2916,125.0,105.3,104.28,105.8,104.55,104.55,4.5490200000000005,45,META
12-16-2015,123.33333,155.0,68.0,13.2916,125.0,105.37,104.19,107.09,106.79,106.79,4.5490200000000005,45,META
12-17-2015,123.44444,155.0,68.0,13.32592,125.0,107.49,106.13,107.75,106.22,106.22,4.5490200000000005,45,META
12-18-2015,123.44444,155.0,68.0,13.32592,125.0,106.08,103.97,106.59,104.04,104.04,4.5490200000000005,45,META
12-21-2015,123.44444,155.0,68.0,13.32592,125.0,104.91,103.6,105.15,104.77,104.77,4.5490200000000005,45,META
12-22-2015,123.44444,155.0,68.0,13.32592,125.0,105.22,104.81,105.6601,105.51,105.51,4.5490200000000005,45,META
12-23-2015,123.44444,155.0,68.0,13.32592,125.0,105.89,103.86,106.11,104.63,104.63,4.5490200000000005,45,META
12-24-2015,123.44444,155.0,68.0,13.32592,125.0,104.74,104.5,105.32,105.02,105.02,4.5490200000000005,45,META
12-28-2015,123.44444,155.0,68.0,13.32592,125.0,105.02,104.53,105.98,105.93,105.93,4.5490200000000005,45,META
12-29-2015,123.44444,155.0,68.0,13.32592,125.0,106.42,106.25,107.74,107.26,107.26,4.5490200000000005,45,META
12-30-2015,123.44444,155.0,68.0,13.32592,125.0,107.0,106.06,107.25,106.22,106.22,4.5490200000000005,45,META
12-31-2015,123.44444,155.0,68.0,13.32592,125.0,106.0,104.62,106.17,104.66,104.66,4.5490200000000005,45,META
01-04-2016,123.44444,155.0,68.0,13.32592,125.0,101.95,99.75,102.24,102.22,102.22,4.5490200000000005,45,META
01-05-2016,123.44444,155.0,68.0,13.32592,125.0,102.89,101.665,103.7099,102.73,102.73,4.5490200000000005,45,META
01-06-2016,123.44444,155.0,68.0,13.32592,125.0,101.13,100.9,103.77,102.97,102.97,4.5490200000000005,45,META
01-07-2016,123.66667,155.0,68.0,13.34999,125.0,100.5,97.3,101.43,97.92,97.92,4.5490200000000005,45,META
01-08-2016,123.66667,155.0,68.0,13.34999,125.0,99.88,97.0311,100.5,97.33,97.33,4.5490200000000005,45,META
01-11-2016,123.66667,155.0,68.0,13.34999,125.0,97.91,95.39,98.6,97.51,97.51,4.5490200000000005,45,META
01-12-2016,123.66667,155.0,68.0,13.34999,125.0,99.0,97.55,99.96,99.37,99.37,4.5490200000000005,45,META
01-13-2016,123.88889,155.0,68.0,13.37032,125.0,100.58,95.21,100.58,95.44,95.44,4.5490200000000005,45,META
01-14-2016,123.93333,155.0,68.0,13.37726,125.0,95.85,92.45,98.87,98.37,98.37,4.5490200000000005,45,META
01-15-2016,123.93333,155.0,68.0,13.37726,125.0,93.98,93.54,96.38,94.97,94.97,4.5490200000000005,45,META
01-19-2016,123.93333,155.0,68.0,13.37726,125.0,96.53,93.92,97.42,95.26,95.26,4.5490200000000005,45,META
01-20-2016,123.93333,155.0,68.0,13.37726,125.0,92.83,89.37,95.0,94.35,94.35,4.5490200000000005,45,META
01-21-2016,124.0,155.0,71.0,13.10301,125.0,94.91,92.62,95.99,94.16,94.16,4.5490200000000005,45,META
01-22-2016,124.0,155.0,71.0,13.10301,125.0,96.41,95.49,98.07,97.94,97.94,4.5490200000000005,45,META
01-25-2016,124.61364,155.0,71.0,12.34028,125.0,98.72,96.93,99.48,97.01,97.01,4.5490200000000005,44,META
01-26-2016,125.18605,155.0,71.0,11.89148,125.0,97.76,95.66,97.88,97.34,97.34,4.5490200000000005,43,META
01-27-2016,125.18605,155.0,71.0,11.89148,125.0,97.79,94.23,97.85,94.45,94.45,4.5490200000000005,43,META
01-28-2016,132.4186,170.0,71.0,15.37172,135.0,107.2,104.81,110.34,109.11,109.11,4.5490200000000005,43,META
01-29-2016,132.4186,170.0,71.0,15.37172,135.0,108.99,108.84,112.84,112.21,112.21,4.5490200000000005,43,META
02-01-2016,132.69767,170.0,71.0,15.39788,135.0,112.27,112.01,115.72,115.09,115.09,4.5490200000000005,43,META
02-02-2016,132.88636,170.0,71.0,15.2259,135.0,114.8,113.2,117.59,114.61,114.61,4.58824,44,META
02-03-2016,132.88636,170.0,71.0,15.2259,135.0,115.27,109.75,115.3407,112.69,112.69,4.58824,44,META
02-04-2016,132.0,170.0,71.0,16.04071,135.0,111.8,109.25,111.94,110.49,110.49,4.53846,46,META
02-05-2016,132.0,170.0,71.0,16.04071,135.0,109.51,103.18,109.58,104.07,104.07,4.53846,46,META
02-08-2016,132.0,170.0,71.0,16.04071,135.0,100.41,97.46,102.68,99.75,99.75,4.55769,46,META
02-09-2016,132.0,170.0,71.0,16.04071,135.0,97.14,96.82,102.4,99.54,99.54,4.55769,46,META
02-10-2016,132.0,170.0,71.0,16.04071,135.0,101.55,100.24,103.25,101.0,101.0,4.55769,46,META
02-11-2016,132.1087,170.0,71.0,16.04373,135.0,99.6,98.88,105.11,101.91,101.91,4.55769,46,META
02-12-2016,132.1087,170.0,71.0,16.04373,135.0,103.74,101.09,104.24,102.01,102.01,4.55769,46,META
02-16-2016,132.1087,170.0,71.0,16.04373,135.0,103.8,100.24,103.93,101.61,101.61,4.55769,46,META
02-17-2016,132.1087,170.0,71.0,16.04373,135.0,101.94,100.4,105.72,105.2,105.2,4.55769,46,META
02-18-2016,132.1087,170.0,71.0,16.04373,135.0,105.8,103.03,106.0,103.47,103.47,4.55769,46,META
02-19-2016,132.1087,170.0,71.0,16.04373,135.0,102.55,102.06,105.02,104.57,104.57,4.55769,46,META
02-22-2016,132.1087,170.0,71.0,16.04373,135.0,105.49,105.34,108.25,107.16,107.16,4.55769,46,META
02-23-2016,132.1087,170.0,71.0,16.04373,135.0,106.85,105.12,107.47,105.46,105.46,4.53846,46,META
02-24-2016,132.1087,170.0,71.0,16.04373,135.0,104.21,102.74,106.95,106.88,106.88,4.53846,46,META
02-25-2016,132.1087,170.0,71.0,16.04373,135.0,107.11,105.61,108.07,108.07,108.07,4.53846,46,META
02-26-2016,132.1087,170.0,71.0,16.04373,135.0,108.7,107.16,109.45,107.92,107.92,4.53846,46,META
02-29-2016,132.1087,170.0,71.0,16.04373,135.0,107.6,106.75,108.9101,106.92,106.92,4.53846,46,META
03-01-2016,132.1087,170.0,71.0,16.04373,135.0,107.83,107.6,109.82,109.82,109.82,4.53846,46,META
03-02-2016,132.1087,170.0,71.0,16.04373,135.0,109.68,108.77,110.55,109.95,109.95,4.53846,46,META
03-03-2016,132.32609,170.0,71.0,16.01365,135.0,110.25,108.54,110.3,109.58,109.58,4.53846,46,META
03-04-2016,132.32609,170.0,71.0,16.01365,135.0,110.05,107.93,110.05,108.39,108.39,4.53846,46,META
03-07-2016,132.32609,170.0,71.0,16.01365,135.0,108.07,104.72,108.07,105.73,105.73,4.53846,46,META
03-08-2016,132.32609,170.0,71.0,16.01365,135.0,104.78,104.4,107.37,105.93,105.93,4.53846,46,META
03-09-2016,132.32609,170.0,71.0,16.01365,135.0,106.7,105.49,107.51,107.51,107.51,4.53846,46,META
03-10-2016,132.32609,170.0,71.0,16.01365,135.0,107.91,105.7699,108.66,107.32,107.32,4.53846,46,META
03-11-2016,132.32609,170.0,71.0,16.01365,135.0,108.48,107.92,109.42,109.41,109.41,4.5,46,META
03-14-2016,132.32609,170.0,71.0,16.01365,135.0,109.28,108.77,110.33,109.89,109.89,4.5,46,META
03-15-2016,132.32609,170.0,71.0,16.01365,135.0,109.11,108.84,110.83,110.67,110.67,4.5,46,META
03-16-2016,132.32609,170.0,71.0,16.01365,135.0,110.49,110.1,112.5,112.18,112.18,4.5,46,META
03-17-2016,132.32609,170.0,71.0,16.01365,135.0,112.15,110.73,112.69,111.02,111.02,4.5,46,META
03-18-2016,132.32609,170.0,71.0,16.01365,135.0,111.56,110.27,112.42,111.45,111.45,4.5,46,META
03-21-2016,132.32609,170.0,71.0,16.01365,135.0,111.66,111.03,112.37,111.85,111.85,4.5,46,META
