 Date,NKE Price Target,NKE Price Target - High,NKE Price Target - Low,NKE Price Target - StdDev,NKE Price Target - Median,NKE Open,NKE Low,NKE High,NKE Close,NKE Adj. Close,NKE Rating,NKE Price Target - #,Ticker
07-26-2017,61.85844,75.0,42.0,6.9992,63.5,55.861995718732,55.134059744736,55.899810574524,58.36,55.171874600528,3.97297,32,NKE
07-27-2017,61.85844,75.0,42.0,6.9992,63.5,55.39876373528,54.817360327478,55.474393446864,58.15,54.97334660762,3.97297,32,NKE
07-28-2017,61.85844,75.0,42.0,6.9992,63.5,54.97334660762,54.803179756556,55.526388873578,58.67,55.464939732916,3.97297,32,NKE
07-31-2017,61.85844,75.0,42.0,6.9992,63.5,55.502754588708,55.143513458684,55.890356860576,59.05,55.82418086294,3.97297,32,NKE
08-01-2017,61.92094,75.0,42.0,7.0358,63.5,55.7769122932,55.68237515372,56.665561404312,59.84,56.571024264832005,3.97297,32,NKE
08-02-2017,61.92094,75.0,42.0,7.0358,63.5,56.29686656034,56.032162569796,56.67501511826,59.79,56.523755695092,3.97297,32,NKE
08-03-2017,61.92094,75.0,42.0,7.0358,63.5,56.53320940904,56.381949985872,57.223330527244,60.14,56.854635683272,3.97297,32,NKE
08-04-2017,61.92094,75.0,42.0,7.0358,63.5,56.882996825116,56.372496271924,57.043709962232,59.76,56.495394553248,3.97297,32,NKE
08-07-2017,61.92094,75.0,42.0,7.0358,63.5,56.552116836936,56.448125983508,56.81682082748,59.79,56.523755695092,3.97297,32,NKE
08-08-2017,61.92094,75.0,42.0,7.0358,63.5,56.608839120624005,56.117245995328,56.835728255376,59.46,56.211783134808,3.97297,32,NKE
08-09-2017,61.92094,75.0,42.0,7.0358,63.5,56.173968279016,56.022708855848,56.689195689182,59.9,56.62774654852,3.97297,32,NKE
08-10-2017,61.92094,75.0,42.0,7.0358,63.5,56.419764841664,55.833634576888,56.429218555612,59.07,55.843088290836,3.97297,32,NKE
08-11-2017,61.92094,75.0,42.0,7.0358,63.5,55.521662016604,55.389310021332,56.032162569796,58.97,55.748551151356,3.97297,32,NKE
08-14-2017,61.92094,75.0,42.0,7.0358,63.5,55.91871800242,55.899810574524,56.722283688,59.78,56.514301981144,3.97297,32,NKE
08-15-2017,61.92094,75.0,42.0,7.0358,63.5,55.720190009512,55.105698602892,55.786366007148,58.56,55.360948879488,3.97297,32,NKE
08-16-2017,61.92094,75.0,42.0,7.0358,63.5,55.68237515372,55.0404679766508,55.82418086294,58.54,55.342041451592,3.97297,32,NKE
08-17-2017,61.92094,75.0,42.0,7.0358,63.5,55.332587737644,54.283225489416,55.5353699018286,57.46,54.321040345208,3.97297,32,NKE
08-18-2017,61.92094,75.0,42.0,7.0358,63.5,51.85362100478,51.210768456316,52.392482699816,54.95,51.94815814426,3.97297,32,NKE
08-21-2017,61.29594,71.0,42.0,6.65775,63.0,51.466018732912,50.203947920854,51.466018732912,53.61,50.681360475228,3.91892,32,NKE
08-22-2017,61.29594,71.0,42.0,6.65775,63.0,50.974425607616,50.851527326292,51.437657591068,54.13,51.172953600524,3.91892,32,NKE
08-23-2017,61.29594,71.0,42.0,6.65775,63.0,50.974425607616,50.525374195086,51.125685030784,53.61,50.681360475228,3.91892,32,NKE
08-24-2017,61.29594,71.0,42.0,6.65775,63.0,50.983879321564,50.539554766008,51.021694177356,53.84,50.898795896032006,3.91892,32,NKE
08-25-2017,61.29594,71.0,42.0,6.65775,63.0,51.078416461044,50.612821049105,51.239129598160005,53.9,50.95551817972,3.91892,32,NKE
08-28-2017,61.29594,71.0,42.0,6.65775,63.0,51.116231316836,50.686087332202,51.456565018964,53.73,50.794805042604,3.91892,32,NKE
08-29-2017,61.17094,71.0,42.0,6.56764,63.0,49.858887361752,49.220761670262,49.988875928537,52.73,49.849433647804,3.91892,32,NKE
08-30-2017,61.10844,71.0,42.0,6.55945,62.5,49.91560964544,49.3956553783,50.066869068608,52.56,49.688720510688,3.91892,32,NKE
08-31-2017,61.10844,71.0,42.0,6.55945,62.5,49.89741692862,49.774096316439,50.257892564226,52.81,50.096627148297,3.91892,32,NKE
09-01-2017,61.10844,71.0,42.0,6.55945,62.5,50.2768649661,50.18200295673,50.703744008265005,53.36,50.618368199832,3.91892,32,NKE
09-05-2017,61.10844,71.0,42.0,6.55945,62.5,50.514019989525,50.163030554856,50.722716410139,53.01,50.286351167037,3.91892,32,NKE
09-06-2017,61.35844,71.0,42.0,6.5886,63.5,50.390699377344,50.001765138927,50.599395797958,52.76,50.049196143612,3.94595,32,NKE
09-07-2017,61.35844,71.0,42.0,6.5886,63.5,50.049196143612,49.650775704258,50.134571952045,52.39,49.698206708943,3.94595,32,NKE
09-08-2017,61.35844,71.0,42.0,6.5886,63.5,49.565399895825,49.432593082707,49.812041120187,52.2,49.51796889114,3.94595,32,NKE
09-11-2017,61.59,71.0,42.0,6.61892,64.0,49.688720508006,49.631803302384,50.40018557828101,53.03,50.305323568911,3.97368,33,NKE
09-12-2017,61.59,71.0,42.0,6.61892,64.0,51.007302438249006,50.56145099421,51.310860868233,53.4,50.65631300358,3.97368,33,NKE
09-13-2017,61.28697,71.0,42.0,6.47256,62.0,50.703744008265005,50.314809769848,50.883981826068,53.52,50.770147414824,3.97368,33,NKE
09-14-2017,61.28697,71.0,42.0,6.47256,62.0,50.789119816698,50.390699377344,51.121136849493,53.73,50.969357634500994,3.97368,33,NKE
09-15-2017,61.28697,71.0,42.0,6.47256,62.0,51.092678246682,50.770147414824,51.282402265422,53.87,51.102164447619,3.97368,33,NKE
09-18-2017,61.28697,71.0,42.0,6.47256,62.0,51.102164447619,50.65631300358,51.377264274792,53.5,50.75117501295,3.97368,33,NKE
09-19-2017,60.49909,71.0,42.0,6.75758,62.0,50.068168545486,49.812041120187,51.272916064485,53.33,50.589909597021,3.92105,33,NKE
09-20-2017,60.49909,71.0,42.0,6.75758,62.0,50.741688812013,50.314809769848,50.883981826068,53.56,50.808092218572,3.92105,33,NKE
09-21-2017,60.49909,71.0,42.0,6.75758,62.0,50.798606017635,50.36224077453301,50.883981826068,53.19,50.457102783903,3.92105,33,NKE
09-22-2017,60.10515,71.0,42.0,7.11762,62.0,50.295837367974,50.08714094736,50.855523223257,53.24,50.504533788588,3.86842,33,NKE
09-25-2017,60.04455,71.0,42.0,7.04121,62.0,50.352754573596,50.2768649661,50.808092218572,53.23,50.495047587650994,3.86842,33,NKE
09-26-2017,60.04455,71.0,42.0,7.04121,62.0,50.447616582966,50.257892564226,51.197026456989,53.7,50.94089903169,3.86842,33,NKE
09-27-2017,59.07719,71.0,42.0,7.65651,61.735,49.489510288329,48.408083381511,49.982792737053,52.67,49.963820335179,3.89189,32,NKE
09-28-2017,58.91062,71.0,42.0,7.66062,61.5,50.08714094736,49.641289503321,50.305323568911,52.63,49.92587553143101,3.89189,32,NKE
09-29-2017,58.91062,71.0,42.0,7.66062,61.5,49.887930727683006,49.100576049912,50.106113349234,51.85,49.185951858345,3.89189,32,NKE
10-02-2017,58.91062,71.0,42.0,7.66062,61.5,49.480024087392,49.005714040542,49.527455092077,51.87,49.204924260219,3.89189,32,NKE
10-03-2017,58.91062,71.0,42.0,7.66062,61.5,49.3282448724,48.75907281618,49.375675877084994,51.47,48.825476222739,3.89189,32,NKE
10-04-2017,58.91062,71.0,42.0,7.66062,61.5,48.863421026487,48.75907281618,49.451565484581,52.08,49.404134479896,3.89189,32,NKE
10-05-2017,58.82242,71.0,42.0,7.56014,61.0,49.337731073337,49.1148053513175,49.631803302384,52.18,49.498996489266,3.86842,33,NKE
10-06-2017,58.82242,71.0,42.0,7.56014,61.0,49.51796889114,49.442079283644,49.764610115502,52.42,49.726665311754005,3.86842,33,NKE
10-09-2017,58.82242,71.0,42.0,7.56014,61.0,49.546427493951,48.85393482555,49.61283090051,51.52,48.872907227424,3.86842,33,NKE
10-10-2017,58.82242,71.0,42.0,7.56014,61.0,48.929824433046,48.730614213369,49.157493255534,51.53,48.882393428361,3.86842,33,NKE
10-11-2017,58.82242,71.0,42.0,7.56014,61.0,48.74958661524301,48.218359362771,48.872907227424,51.03,48.408083381511,3.86842,33,NKE
10-12-2017,58.82242,71.0,42.0,7.56014,61.0,48.360652376826,47.763021717795,48.493459189944,50.83,48.218359362771,3.86842,33,NKE
10-13-2017,58.82242,71.0,42.0,7.56014,61.0,48.218359362771,47.81045272248,48.446028185259,50.98,48.360652376826,3.86842,33,NKE
10-16-2017,58.82242,71.0,42.0,7.56014,61.0,48.18990075996,48.038121544968,48.7638159166485,51.37,48.730614213369,3.86842,33,NKE
10-17-2017,58.82242,71.0,42.0,7.56014,61.0,48.85393482555,48.740100414306,49.366189676148,52.0,49.3282448724,3.86842,33,NKE
10-18-2017,58.82242,71.0,42.0,7.56014,61.0,49.498996489266,49.42310688177,49.70769290988,52.3,49.61283090051,3.86842,33,NKE
10-19-2017,58.82242,71.0,42.0,7.56014,61.0,49.005714040542,48.834962423676,50.08714094736,52.69,49.982792737053,3.84211,33,NKE
10-20-2017,58.69188,71.0,42.0,7.64064,61.0,50.077654746423,50.077654746423,50.75117501295,53.06,50.333782171722,3.83784,32,NKE
10-23-2017,58.69188,71.0,42.0,7.64064,61.0,50.333782171722,50.2768649661,51.178054055115005,53.66,50.902954227942,3.83784,32,NKE
10-24-2017,58.69188,71.0,42.0,7.64064,61.0,51.13062305043,50.37172697547,51.2254850598,53.42,50.675285405454,3.83784,32,NKE
10-25-2017,58.69188,71.0,42.0,7.64064,61.0,50.684771606391,49.963820335179,53.0326063382985,54.94,52.117187947878,3.83784,32,NKE
10-26-2017,58.97312,71.0,42.0,7.42916,61.0,52.420746377862,52.306911966618,54.308500364325,56.81,53.891107523097006,3.83784,32,NKE
10-27-2017,59.06688,71.0,42.0,7.2952,61.0,52.951973630334,52.790708214405,53.464228480932,55.96,53.084780443452,3.83784,32,NKE
10-30-2017,59.25438,71.0,42.0,7.08235,61.0,52.847625420027,52.022325938508,53.056321840641,55.27,52.430232578799,3.89189,32,NKE
10-31-2017,59.25438,71.0,42.0,7.08235,61.0,51.936950130075,51.718767508524,52.439718779736,54.99,52.164618952563,3.89189,32,NKE
11-01-2017,59.25438,71.0,42.0,7.08235,61.0,52.572525592854,52.031812139445,52.64841520035,55.07,52.240508560059,3.89189,32,NKE
11-02-2017,59.25438,71.0,42.0,7.08235,61.0,52.316398167555,51.785170915083,52.477663583484,55.12,52.287939564744,3.89189,32,NKE
11-03-2017,59.25438,71.0,42.0,7.08235,61.0,52.316398167555,52.212049957248,52.857111620964,55.71,52.847625420027,3.89189,32,NKE
11-06-2017,59.25438,71.0,42.0,7.08235,61.0,52.449204980673,52.306911966618,53.246045859381,56.04,53.160670050948,3.89189,32,NKE
11-07-2017,59.25438,71.0,42.0,7.08235,61.0,52.885570223775,52.193077555374,53.1369545486055,55.15,52.316398167555,3.89189,32,NKE
11-08-2017,59.25438,71.0,42.0,7.08235,61.0,52.1741051535,52.069756943193,52.904542625649,55.76,52.895056424712,3.89189,32,NKE
11-09-2017,59.25438,71.0,42.0,7.08235,61.0,52.64841520035,52.468177382547005,53.454742279995,56.13,53.246045859381,3.89189,32,NKE
11-10-2017,59.25438,71.0,42.0,7.08235,61.0,53.008890835956,52.762249611594,53.587549093113005,56.09,53.208101055633,3.89189,32,NKE
11-13-2017,59.25438,71.0,42.0,7.08235,61.0,52.800194415342,52.800194415342,53.2033579551645,55.91,53.037349438767,3.89189,32,NKE
11-14-2017,59.25438,71.0,42.0,7.08235,61.0,52.847625420027,52.676873803161,53.293476864066,55.98,53.103752845326,3.89189,32,NKE
11-15-2017,59.25438,71.0,42.0,7.08235,61.0,53.084780443452,52.249994760996,53.948024728719,56.63,53.720355906231,3.89189,32,NKE
11-16-2017,59.25438,71.0,42.0,7.08235,61.0,53.710869705294,53.511659485617,54.33458741690176,57.23,54.289527962451,3.89189,32,NKE
11-17-2017,59.16581,71.0,42.0,7.17821,61.0,55.532220285198,55.370954869269,56.47135417796101,59.19,56.148823346103,3.88889,31,NKE
11-20-2017,59.16581,71.0,42.0,7.17821,61.0,55.617596093631,55.000993032726,56.44289557515,59.25,56.205740551725,3.88889,31,NKE
11-21-2017,59.16581,71.0,42.0,7.17821,61.0,55.99704413111101,55.902182121741,56.34803356578,59.39,56.338547364843,3.88889,31,NKE
11-22-2017,59.16581,71.0,42.0,7.17821,61.0,56.139337145166,55.911668322678,56.291116360158,59.07,56.034988934859,3.88889,31,NKE
11-24-2017,59.0825,71.0,42.0,7.08037,60.0,55.9685855283,55.883209719867,56.300602561095005,59.32,56.272143958284,3.86486,32,NKE
11-27-2017,59.0825,71.0,42.0,7.08037,60.0,56.158309547040005,56.129850944229,56.632619593890006,59.63,56.566216187331,3.86486,32,NKE
11-28-2017,59.0825,71.0,42.0,7.08037,60.0,55.740916705812,55.532220285198,56.53775758452,59.58,56.518785182646,3.81081,32,NKE
11-29-2017,59.0825,71.0,42.0,7.08037,60.0,56.661078196701,56.661078196701,57.514836281031,60.36,57.258708855732,3.81081,32,NKE
11-30-2017,59.0825,71.0,42.0,7.08037,60.0,57.163846846362,57.106929640740006,58.06503593537701,60.42,57.315626061354,3.81081,32,NKE
12-01-2017,59.0825,71.0,42.0,7.08037,60.0,57.505980183696,56.382890865312,57.515497889784,59.88,56.992024054944,3.81081,32,NKE
12-04-2017,59.0825,71.0,42.0,7.08037,60.0,57.363214592376,57.077683409736,57.767717101116,60.1,57.20141358888,3.81081,32,NKE
12-05-2017,59.0825,71.0,42.0,7.08037,60.0,57.72488742372,56.77311681492,57.86765301504,60.42,57.505980183696,3.81081,32,NKE
12-06-2017,59.0825,71.0,42.0,7.08037,60.0,57.496462477608,56.82070534536,57.91524154548,59.72,56.839740757536,3.81081,32,NKE
12-07-2017,59.36375,71.0,42.0,7.09136,61.0,56.972988642768,56.77311681492,58.115113373328,60.6,57.67729889328,3.81081,32,NKE
12-08-2017,59.23875,71.0,42.0,7.17549,61.0,57.5821218324,57.382250004552,58.410162262056,61.3,58.34353831943999,3.75676,32,NKE
12-11-2017,59.23875,71.0,42.0,7.17549,61.0,58.410162262056,58.34353831943999,59.219167279536,61.91,58.924118390808,3.75676,32,NKE
12-12-2017,59.42625,71.0,42.0,7.11428,61.0,58.828941329928,58.67665803252,59.514216168264,62.17,59.171578749096,3.72973,32,NKE
12-13-2017,59.80125,71.0,42.0,6.85311,61.0,59.219167279536,59.028813157776,61.351133443248,64.3,61.19885014584,3.72973,32,NKE
12-14-2017,60.48875,76.0,42.0,7.35804,61.5,61.322580324984,60.96090749363999,61.72232398068,64.53,61.417757385864,3.78378,32,NKE
12-15-2017,61.11375,76.0,42.0,7.39184,61.5,61.760394805032,61.056084554520005,61.93171351461599,64.79,61.665217744152,3.78378,32,NKE
12-18-2017,61.55125,76.0,42.0,7.66311,63.0,61.798465629384005,61.284509500632,61.941231220704,64.81,61.684253156328,3.78378,32,NKE
12-19-2017,62.27,76.0,42.0,7.6613,64.0,62.00785516332,61.084637672784005,62.041167134628,64.24,61.14174390931199,3.78378,32,NKE
12-20-2017,62.27,76.0,42.0,7.6613,64.0,61.284509500632,60.513575307504,61.3892042676,63.59,60.523093013592,3.78378,32,NKE
12-21-2017,62.27,76.0,42.0,7.6613,64.0,61.18933243975201,60.24707953704,61.846054159824,64.77,61.64618233197599,3.78378,32,NKE
12-22-2017,64.37938,78.0,42.0,7.59353,64.0,58.24836125856,57.229966707144,60.475504483152,63.29,60.237561830952,3.78378,32,NKE
12-26-2017,64.66031,78.0,42.0,7.44842,64.5,59.86637129352,59.780711938728,60.808624196232,63.65,60.58019925012,3.78378,32,NKE
12-27-2017,64.66031,78.0,42.0,7.44842,64.5,60.494539895328,59.742641114376,60.53261071968,62.95,59.91395982396,3.78378,32,NKE
12-28-2017,64.66031,78.0,42.0,7.44842,64.5,59.9615483544,59.81878276308,60.266114949216,62.95,59.91395982396,3.78378,32,NKE
12-29-2017,64.66031,78.0,42.0,7.44842,64.5,60.161420182248,59.53325158044,60.313703479656,62.55,59.53325158044,3.78378,32,NKE
01-02-2018,64.66031,78.0,42.0,7.44842,64.5,59.81878276308,59.81878276308,60.427915952712,63.49,60.427915952712,3.78378,32,NKE
01-03-2018,64.78531,78.0,42.0,7.58605,64.5,60.418398246624,59.733123408288,60.589716956208,63.48,60.418398246624,3.78378,32,NKE
01-04-2018,64.78531,78.0,42.0,7.58605,64.5,60.34225659792,59.53325158044,60.48502218924,63.44,60.380327422272,3.78378,32,NKE
01-05-2018,65.12515,78.0,42.0,7.69789,65.0,60.62778778056,60.40897571759688,61.19885014584,63.98,60.894283551024,3.81579,33,NKE
01-08-2018,65.06455,78.0,42.0,7.73007,65.0,61.056084554520005,60.894283551024,61.58907609544799,64.55,61.43679279804,3.81579,33,NKE
01-09-2018,65.06455,78.0,42.0,7.73007,65.0,61.132226203224,60.408880540536,61.598593801536,64.09,60.998978317992,3.81579,33,NKE
01-10-2018,65.12515,78.0,42.0,7.71362,65.0,60.799106490144,60.375568569228,61.132226203224,64.22,61.122708497136,3.81579,33,NKE
01-11-2018,65.47281,78.0,42.0,7.57435,65.0,60.941872081464,60.703929429264,61.208367851928,64.29,61.18933243975201,3.83784,32,NKE
01-12-2018,65.47281,78.0,42.0,7.57435,65.0,61.3892042676,61.213126704972,61.60335265457999,64.67,61.551005271096,3.83784,32,NKE
01-16-2018,65.47281,78.0,42.0,7.57435,65.0,61.655700038064,60.313703479656,62.207726991168,63.42,60.361292010096,3.83784,32,NKE
01-17-2018,65.47281,78.0,42.0,7.57435,65.0,60.599234662296,60.037690003104,60.922836669288,63.81,60.732482547528,3.83784,32,NKE
01-18-2018,65.47281,78.0,42.0,7.57435,65.0,60.9133189632,60.475504483152,61.11319079104799,64.11,61.018013730168,3.83784,32,NKE
01-19-2018,66.09781,78.0,42.0,7.60027,65.065,62.160138460728,61.979302045056,63.997055735712,67.21,63.96850261744799,3.89189,32,NKE
01-22-2018,66.16031,78.0,42.0,7.56624,65.065,63.34033401564,62.588435234688006,63.606829786104,66.39,63.188050718232,3.89189,32,NKE
01-23-2018,66.16031,78.0,42.0,7.56624,65.065,63.321298603464,63.24039810171599,64.07795623746,67.14,63.901878674832,3.89189,32,NKE
01-24-2018,66.16031,78.0,42.0,7.56624,65.065,64.092232796592,63.835254732216,64.891720107984,68.0,64.7204013984,3.89189,32,NKE
01-25-2018,66.16031,78.0,42.0,7.56624,65.065,64.84413157754399,64.19692756356,65.329534588032,67.71,64.44438792184799,3.89189,32,NKE
01-26-2018,66.19156,78.0,42.0,7.55931,65.065,64.91075552016,64.644259749696,65.329534588032,68.04,64.758472222752,3.89189,32,NKE
01-29-2018,66.19156,78.0,42.0,7.55931,65.065,64.54908268881599,64.168374445296,64.853649283632,67.58,64.320657742704,3.89189,32,NKE
01-30-2018,66.19156,78.0,42.0,7.55931,65.065,64.244516094,63.92091408700799,65.015450287128,67.33,64.082715090504,3.89189,32,NKE
01-31-2018,66.87906,79.0,42.0,8.00982,66.5,64.244516094,64.21596297573599,65.510371003704,68.22,64.92979093233599,3.89189,32,NKE
02-01-2018,67.25406,79.0,42.0,8.14599,67.5,64.406317097496,63.48309960696,64.691848280136,67.65,64.38728168532,3.89189,32,NKE
02-02-2018,67.25406,79.0,42.0,8.14599,67.5,63.978020323536,63.7686307896,64.520529570552,67.22,63.978020323536,3.89189,32,NKE
02-05-2018,67.25406,79.0,42.0,8.14599,67.5,63.41647566434399,61.284509500632,63.96850261744799,64.39,61.284509500632,3.89189,32,NKE
02-06-2018,67.25406,79.0,42.0,8.14599,67.5,59.466627637824,59.095437100392,62.264833227696,65.22,62.074479105936,3.89189,32,NKE
02-07-2018,67.25406,79.0,42.0,8.14599,67.5,62.00785516332,61.96026663287999,63.61729926280079,65.63,62.464705055544,3.89189,32,NKE
02-08-2018,67.25406,79.0,42.0,8.14599,67.5,62.369527994664,59.447592225648,62.54084670424799,62.49,59.476145343912,3.89189,32,NKE
02-09-2018,67.25406,79.0,42.0,8.14599,67.5,60.684894017088,59.809265056992,62.86444871124,65.49,62.33145717031199,3.89189,32,NKE
02-12-2018,67.25406,79.0,42.0,8.14599,67.5,62.759753944272,62.512293585984,63.592553226972,65.98,62.797824768624,3.89189,32,NKE
02-13-2018,67.32677,79.0,42.0,8.26611,68.0,62.67409458947999,62.27435093378401,63.035767420824,65.87,62.693130001656,3.91667,31,NKE
02-14-2018,67.32677,79.0,42.0,8.26611,68.0,62.550364410336,62.38856340683999,64.748954516664,67.96,64.682330574048,3.91667,31,NKE
02-15-2018,67.6171,80.0,42.0,8.55474,68.0,65.091591935832,64.0065734418,65.443747061088,68.29,64.99641487495201,3.91667,31,NKE
02-16-2018,67.6171,80.0,42.0,8.55474,68.0,64.62522433752001,64.47294104011199,65.6721720072,68.3,65.00593258104,3.91667,31,NKE
02-20-2018,67.6171,80.0,42.0,8.55474,68.0,64.377763979232,63.81621932004,64.691848280136,67.49,64.234998387912,3.91667,31,NKE
02-21-2018,67.6171,80.0,42.0,8.55474,68.0,64.396799391408,63.797183907864,64.739436810576,67.05,63.81621932004,3.91667,31,NKE
02-22-2018,67.6171,80.0,42.0,8.55474,68.0,64.0065734418,63.521170431312,64.225480681824,67.13,63.89236096874399,3.91667,31,NKE
02-23-2018,67.6171,80.0,42.0,8.55474,68.0,64.139821327032,63.62586519828,64.87268469580799,68.16,64.87268469580799,3.91667,31,NKE
02-26-2018,67.6171,80.0,42.0,8.55474,68.0,65.091591935832,65.044003405392,66.443106200328,69.65,66.29082290292,3.91667,31,NKE
02-27-2018,67.6171,80.0,42.0,8.55474,68.0,66.623942616,64.748954516664,66.8618852682,68.03,64.748954516664,3.91667,31,NKE
02-28-2018,67.6171,80.0,42.0,8.55474,68.0,64.81557845927999,63.778148495688,65.00593258104,67.03,63.797183907864,3.91667,31,NKE
03-01-2018,67.6171,80.0,42.0,8.55474,68.0,63.997055735712,62.502775879896,64.406317097496,66.32,63.121426775616,3.91667,31,NKE
03-02-2018,67.6171,80.0,42.0,8.55474,68.0,61.966300849498,61.29804618003799,63.092787292302006,65.89,62.901857386742,3.91667,31,NKE
03-05-2018,67.6171,80.0,42.0,8.55474,68.0,62.510451080344005,61.422150618652005,62.51999757562199,65.05,62.09995178339,3.91667,31,NKE
03-06-2018,67.6171,80.0,42.0,8.55474,68.0,62.252695707838,61.698998981714,62.395893137008,65.24,62.28133519367199,3.91667,31,NKE
03-07-2018,67.6171,80.0,42.0,8.55474,68.0,61.584441038378,60.992558331142,61.85174290616201,64.17,61.259860198926,3.91667,31,NKE
03-08-2018,67.6171,80.0,42.0,8.55474,68.0,61.632173514768006,61.555801552544,62.29088168895,65.11,62.157230755058,3.91667,31,NKE
03-09-2018,67.6171,80.0,42.0,8.55474,68.0,62.539090566178,62.395893137008,63.493740093978005,66.3,63.29326369314,3.91667,31,NKE
03-12-2018,67.94156,80.0,42.0,8.61163,69.0,63.62739102787,63.312356683696,64.543854574558,66.82,63.789681447596,3.91892,32,NKE
03-13-2018,67.94156,80.0,42.0,8.61163,69.0,64.24791322093999,63.13097327341399,64.620226536782,66.17,63.169159254526,3.91892,32,NKE
03-14-2018,67.94156,80.0,42.0,8.61163,69.0,63.62739102787,62.691834490626,63.866053409820005,66.2,63.19779874036001,3.91892,32,NKE
03-15-2018,67.94156,80.0,42.0,8.61163,69.0,63.474647103422,63.13097327341399,63.584431799119,66.39,63.379182150642,3.91892,32,NKE
03-16-2018,68.03531,80.0,42.0,8.50771,69.0,63.302810188418,62.920950377298,63.665577008982,65.91,62.920950377298,3.91892,32,NKE
03-19-2018,68.59781,80.0,42.0,8.6183,71.0,62.720473976460006,62.233602717282,63.331449674252006,65.71,62.730020471738,3.91892,32,NKE
03-20-2018,68.59781,80.0,42.0,8.6183,71.0,62.949589863132,62.94004336785401,63.837413923986006,66.8,63.77058845704,3.91892,32,NKE
03-21-2018,68.69156,80.0,42.0,8.56215,71.0,63.703762990094006,63.302810188418,64.16199476343799,66.35,63.34099616953,3.91892,32,NKE
03-22-2018,68.69156,80.0,42.0,8.56215,71.0,62.62500902367999,61.317139170594,63.15006626397,64.42,61.498522580876,3.91892,32,NKE
03-23-2018,71.11344,80.0,50.0,7.5876,74.5,63.67512350426,61.53670856198799,64.171541258716,64.63,61.698998981714,3.91892,32,NKE
03-26-2018,71.22844,80.0,50.0,7.52366,74.5,62.128591269224,62.04267281172199,63.064147806468,65.9,62.91140388202,3.91892,32,NKE
03-27-2018,71.22844,80.0,50.0,7.52366,74.5,62.901857386742,62.46271860395401,64.572494060392,66.17,63.169159254526,3.91892,32,NKE
03-28-2018,71.22844,80.0,50.0,7.52366,74.5,63.57011205620201,62.309974679506,64.10471579177,65.44,62.472265099232,3.91892,32,NKE
03-29-2018,71.22844,80.0,50.0,7.52366,74.5,62.720473976460006,62.634555518958,63.53192607509,66.44,63.426914627032,3.91892,32,NKE
04-02-2018,71.22844,80.0,50.0,7.52366,74.5,62.978229348966,60.343396652238,63.05460131119,64.12,61.212127722536,3.91892,32,NKE
04-03-2018,71.22844,80.0,50.0,7.52366,74.5,61.546255057266,61.441243609208,63.703762990094006,66.7,63.67512350426,3.91892,32,NKE
04-04-2018,71.22844,80.0,50.0,7.52366,74.5,62.978229348966,62.94004336785401,65.3934926543,68.42,65.317120692076,3.91892,32,NKE
04-05-2018,71.22844,80.0,50.0,7.52366,74.5,65.3934926543,65.288481206242,66.615444049884,69.59,66.43406063960201,3.91892,32,NKE
04-06-2018,71.22844,80.0,50.0,7.52366,74.5,65.403039149578,63.89469289565401,66.166758771818,67.55,64.48657560289,3.91892,32,NKE
04-09-2018,71.22844,80.0,50.0,7.52366,74.5,65.288481206242,64.10471579177,65.44122513069,67.18,64.13335527760401,3.91892,32,NKE
04-10-2018,71.22844,80.0,50.0,7.52366,74.5,64.73478448011801,63.474647103422,64.801609947064,67.0,63.9615183626,3.91892,32,NKE
04-11-2018,71.22844,80.0,50.0,7.52366,74.5,63.560565560924,63.503286589256,64.15168454853776,66.83,63.799227942874,3.91892,32,NKE
04-12-2018,71.22844,80.0,50.0,7.52366,74.5,64.02834382954599,64.02834382954599,64.9161678904,67.77,64.696598499006,3.91892,32,NKE
04-13-2018,71.32219,80.0,50.0,7.56374,75.0,65.030725833736,63.942425372044006,65.231202234574,67.25,64.20018074455,3.91892,32,NKE
04-16-2018,71.32219,80.0,50.0,7.56374,75.0,64.73478448011801,64.018797334268,64.897074899844,67.06,64.018797334268,3.91892,32,NKE
04-17-2018,71.32219,80.0,50.0,7.56374,75.0,64.314738687886,64.228820230384,64.60122901117879,67.51,64.448389621778,3.91892,32,NKE
04-18-2018,71.32219,80.0,50.0,7.56374,75.0,64.467482612334,63.159612759248,64.667959013172,66.2,63.19779874036001,3.91892,32,NKE
04-19-2018,71.22844,80.0,50.0,7.69614,75.0,63.035508320634,62.04267281172199,63.29326369314,65.73,62.749113462294005,3.91892,32,NKE
04-20-2018,71.22844,80.0,50.0,7.69614,75.0,62.76820645285,62.481811594510006,63.111880282858,66.09,63.092787292302006,3.91892,32,NKE
04-23-2018,71.22844,80.0,50.0,7.69614,75.0,63.0068688348,62.95913635841001,63.990157848434,66.88,63.84696041926399,3.91892,32,NKE
04-24-2018,71.22844,80.0,50.0,7.69614,75.0,64.25745971621801,63.694216494816,64.448389621778,66.97,63.932878876766,3.91892,32,NKE
04-25-2018,71.22844,80.0,50.0,7.69614,75.0,63.80877443815201,63.24553121675,63.9615183626,66.67,63.646484018426,3.91892,32,NKE
04-26-2018,71.22844,80.0,50.0,7.69614,75.0,63.751495466484,63.617844532592,65.19225253383975,68.05,64.96390036679,3.91892,32,NKE
04-27-2018,71.32219,80.0,50.0,7.74743,75.0,65.364853168466,65.34576017791001,66.825466946,69.56,66.405421153768,3.97297,32,NKE
