 Date,BK Price Target,BK Price Target - High,BK Price Target - Low,BK Price Target - StdDev,BK Price Target - Median,BK Open,BK Low,BK High,BK Close,BK Adj. Close,BK Rating,BK Price Target - #,Ticker
06-28-2013,29.66667,35.0,25.0,2.65623,30.0,22.88405278546,22.34758268867,22.90807383457,28.05,22.45968091785,3.13043,21,BK
07-01-2013,29.66667,35.0,25.0,2.54639,30.0,22.59580019614,22.58779317977,23.21234045663,28.47,22.79597560539,3.13043,21,BK
07-02-2013,29.66667,35.0,25.0,2.54639,30.0,22.80398262176,22.57177914703,23.288407112145,28.42,22.75594052354,3.13043,21,BK
07-03-2013,29.61905,35.0,25.0,2.54907,30.0,22.56377213066,22.42765285237,22.93209488368,28.53,22.84401770361,3.13043,21,BK
07-05-2013,29.61905,35.0,25.0,2.54907,30.0,23.05220012923,23.05220012923,23.47657199684,29.26,23.42852989862,3.13043,21,BK
07-08-2013,29.61905,35.0,25.0,2.54907,30.0,23.58066320965,23.18031239115,23.63671232424,29.12,23.31643166944,3.13043,21,BK
07-09-2013,29.61905,35.0,25.0,2.54907,30.0,23.58867022602,23.14828432567,23.58867022602,29.34,23.49258602958,3.13043,21,BK
07-10-2013,29.61905,35.0,25.0,2.54907,30.0,23.49258602958,23.272393079405,23.66073337335,29.33,23.48457901321,3.13043,21,BK
07-11-2013,29.61905,35.0,25.0,2.54907,30.0,23.87692281534,23.56464917691,23.92496491356,29.77,23.83688773349,3.13043,21,BK
07-12-2013,29.61905,35.0,25.0,2.54907,30.0,23.83688773349,23.73279652068,24.09311225733,30.06,24.06909120822,3.13043,21,BK
07-15-2013,29.59091,35.0,25.0,2.49379,29.5,24.33332274843,24.16517540466,24.593550780455,30.69,24.57353323953,3.08333,22,BK
07-16-2013,29.90909,35.0,25.0,2.62261,30.0,24.56552622316,24.185192945585,24.61356832138,30.35,24.30129468295,3.16667,22,BK
07-17-2013,30.09091,35.0,25.0,2.57009,30.25,24.86178582885,24.636788668853,25.44629802386,30.92,24.75769461604,3.125,22,BK
07-18-2013,30.77273,35.0,25.0,2.93384,31.0,24.82975776337,24.75769461604,25.47832608934,31.47,25.19808051639,3.125,22,BK
07-19-2013,30.77273,35.0,25.0,2.93384,31.0,25.20608753276,24.95787002529,25.4623120566,31.77,25.43829100749,3.125,22,BK
07-22-2013,31.0,35.0,26.0,2.82422,31.0,25.36622786016,25.31017874557,25.77458569503,32.07,25.67850149859,3.17391,21,BK
07-23-2013,31.0,35.0,26.0,2.82422,31.0,25.7025225477,25.64647343311,25.91070497332,32.21,25.79059972777,3.17391,21,BK
07-24-2013,31.0,35.0,26.0,2.82422,31.0,25.84664884236,25.43829100749,25.8626628751,31.92,25.55839625304,3.17391,21,BK
07-25-2013,31.2381,35.0,26.0,2.68425,32.0,25.48599286464,25.33314126602,25.7032030311,31.85,25.622754821300003,3.17391,21,BK
07-26-2013,31.2381,35.0,26.0,2.68425,32.0,25.3814101919,25.2205137723,25.55839625346,31.76,25.550351432480003,3.17391,21,BK
07-29-2013,31.5,38.0,26.0,3.03942,32.0,25.477948043660003,25.34923090798,25.638844463260003,31.53,25.36532054994,3.26087,21,BK
07-30-2013,31.5,38.0,26.0,3.03942,32.0,25.5020825066,25.309006803080003,25.69918062061,31.55,25.3814101919,3.26087,21,BK
07-31-2013,31.5,38.0,26.0,3.03942,32.0,25.44576875974,25.26878269818,25.726533011942,31.45,25.3009619821,3.26087,21,BK
08-01-2013,31.5,38.0,26.0,3.03942,32.0,25.60666517934,25.59862035836,25.9445476605,32.0,25.743427136,3.26087,21,BK
08-02-2013,31.5,38.0,26.0,3.03942,32.0,25.68711338914,25.5020825066,25.7032030311,31.8,25.5825307164,3.26087,21,BK
08-05-2013,31.69048,38.0,26.0,3.12622,32.0,25.53426179052,25.36532054994,25.60666517934,31.68,25.48599286464,3.26087,21,BK
08-06-2013,31.69048,38.0,26.0,3.12622,32.0,25.469903222680003,25.29291716112,25.55839625346,31.52,25.35727572896,3.26087,21,BK
08-07-2013,31.69048,38.0,26.0,3.12622,32.0,25.19637930936,24.938945038,25.32509644504,31.17,25.075706994660003,3.26087,21,BK
08-08-2013,31.69048,38.0,26.0,3.12622,32.0,25.236603414260003,24.90676575408,25.39749983386,31.06,24.98721396388,3.26087,21,BK
08-09-2013,31.69048,38.0,26.0,3.12622,32.0,24.946989858980004,24.84240718624,25.091796636620003,30.97,24.91481057506,3.26087,21,BK
08-12-2013,31.69048,38.0,26.0,3.12622,32.0,24.7378245135,24.63324184076,24.95503467996,30.75,24.7378245135,3.26087,21,BK
08-13-2013,31.69048,38.0,26.0,3.12622,32.0,24.79413826036,24.58497291488,24.84240718624,30.75,24.7378245135,3.26087,21,BK
08-14-2013,31.78571,38.0,26.0,3.04166,32.0,24.6976004086,24.66542112468,24.93090021702,30.69,24.689555587620003,3.26087,21,BK
08-15-2013,31.78571,38.0,26.0,3.04166,32.0,24.4562557792,24.22295597078,24.52463675753,30.42,24.472345421160004,3.26087,21,BK
08-16-2013,31.78571,38.0,26.0,3.04166,32.0,24.39189721136,24.38385239038,24.71771246105,30.57,24.59301773586,3.26087,21,BK
08-19-2013,31.78571,38.0,26.0,3.04166,32.0,24.55279363096,24.2149111498,24.55279363096,30.13,24.23904561274,3.26087,21,BK
08-20-2013,31.78571,38.0,26.0,3.04166,32.0,24.39994203234,24.13446294,24.66542112468,30.56,24.58497291488,3.26087,21,BK
08-21-2013,31.78571,38.0,26.0,3.04166,32.0,24.48843506312,24.19077668686,24.62519701978,30.28,24.35971792744,3.26087,21,BK
08-22-2013,31.78571,38.0,26.0,3.04166,32.0,24.44016613724,24.38385239038,25.12397592054,31.02,24.95503467996,3.26087,21,BK
08-23-2013,32.075,38.0,27.0,2.82079,32.0,25.04352771074,24.689555587620003,25.06766217368,30.85,24.8182727233,3.27273,20,BK
08-26-2013,32.075,38.0,27.0,2.82079,32.0,24.80218308134,24.6573763037,24.93492262751,30.66,24.66542112468,3.27273,20,BK
08-27-2013,32.075,38.0,27.0,2.82079,32.0,24.303404180580003,23.828759742760003,24.375807569400003,29.66,23.86093902668,3.27273,20,BK
08-28-2013,32.075,38.0,27.0,2.82079,32.0,23.83680456374,23.74831153296,24.0540147302,29.75,23.9333424155,3.27273,20,BK
08-29-2013,32.075,38.0,27.0,2.82079,32.0,23.88507348962,23.80462527982,24.19077668686,29.83,23.99770098334,3.27273,20,BK
08-30-2013,32.075,38.0,27.0,2.82079,32.0,24.04596990922,23.82473733227,24.0540147302,29.74,23.92529759452,3.27273,20,BK
09-03-2013,32.075,38.0,27.0,2.82079,32.0,24.23904561274,24.07814919314,24.56888327292,30.12,24.231000791760003,3.27273,20,BK
09-04-2013,32.075,38.0,27.0,2.82079,32.0,24.19077668686,24.142507760980003,24.5769280939,30.39,24.44821095822,3.27273,20,BK
09-05-2013,32.075,38.0,27.0,2.82079,32.0,24.44821095822,24.40798685332,24.778048618400003,30.66,24.66542112468,3.27273,20,BK
09-06-2013,32.125,38.0,27.0,2.88043,32.0,24.74586933448,24.11837329804,24.778048618400003,30.46,24.50452470508,3.27273,20,BK
09-09-2013,32.125,38.0,27.0,2.88043,32.0,24.5769280939,24.4562557792,24.77000379742,30.79,24.77000379742,3.27273,20,BK
09-10-2013,32.125,38.0,27.0,2.88043,32.0,25.00330360584,24.9791691429,25.236603414260003,31.28,25.164200025440003,3.27273,20,BK
09-11-2013,32.125,38.0,27.0,2.88043,32.0,25.15615520446,24.9791691429,25.19637930936,31.23,25.12397592054,3.27273,20,BK
09-12-2013,32.125,38.0,27.0,2.88043,32.0,25.0998414576,24.938945038,25.17626725691,31.04,24.97112432192,3.27273,20,BK
09-13-2013,32.125,38.0,27.0,2.88043,32.0,25.01134842682,24.83033995477,25.0998414576,31.11,25.02743806878,3.27273,20,BK
09-16-2013,32.125,38.0,27.0,2.88043,32.0,25.33314126602,25.0998414576,25.41358947582,31.4,25.2607378772,3.27273,20,BK
09-17-2013,32.125,38.0,27.0,2.88043,32.0,25.27682751916,25.1400655625,25.33314126602,31.45,25.3009619821,3.27273,20,BK
09-18-2013,32.125,38.0,27.0,2.88043,32.0,25.3009619821,25.17626725691,25.67102374718,31.38,25.24464823524,3.27273,20,BK
09-19-2013,32.125,38.0,27.0,2.88043,32.0,25.36532054994,24.689555587620003,25.39749983386,31.08,25.00330360584,3.27273,20,BK
09-20-2013,32.125,38.0,27.0,2.88043,32.0,25.10788627858,24.72173487154,25.24464823524,30.85,24.8182727233,3.27273,20,BK
09-23-2013,32.125,38.0,27.0,2.88043,32.0,24.70564522958,24.2953593596,24.7378245135,30.3,24.375807569400003,3.27273,20,BK
09-24-2013,32.125,38.0,27.0,2.88043,32.0,24.43212131626,24.20686632882,24.55681604145,30.19,24.28731453862,3.27273,20,BK
09-25-2013,32.125,38.0,27.0,2.88043,32.0,24.31949382254,24.18273186588,24.71369005056,30.52,24.55279363096,3.27273,20,BK
09-26-2013,32.125,38.0,27.0,2.88043,32.0,24.56083845194,24.516591936550004,24.78609343938,30.59,24.609107377820003,3.27273,20,BK
09-27-2013,32.10526,36.0,27.0,2.75098,32.0,24.3355834645,24.22295597078,24.43212131626,30.24,24.32753864352,3.28571,19,BK
09-30-2013,32.10526,36.0,27.0,2.75098,32.0,24.11032847706,23.989656162360003,24.40798685332,30.19,24.28731453862,3.28571,19,BK
10-01-2013,32.10526,36.0,27.0,2.75098,32.0,24.36776274842,24.31144900156,24.74586933448,30.75,24.7378245135,3.28571,19,BK
10-02-2013,32.05263,36.0,27.0,2.70426,32.0,24.51256952606,24.3355834645,24.62117460929,30.46,24.50452470508,3.28571,19,BK
10-03-2013,32.0,36.0,27.0,2.65568,32.0,24.4562557792,23.90920795256,24.46430060018,29.92,24.070104372160003,3.28571,19,BK
10-04-2013,32.0,36.0,27.0,2.65568,32.0,24.10228365608,24.0137906253,24.58497291488,30.5,24.536703989,3.28571,19,BK
10-07-2013,31.9,36.0,27.0,2.62488,32.0,24.27122489666,24.1746870449,24.52061434704,30.23,24.31949382254,3.27273,20,BK
10-08-2013,31.9,36.0,27.0,2.62488,32.0,24.32753864352,23.7724459959,24.375807569400003,29.57,23.78853563786,3.27273,20,BK
10-09-2013,31.9,36.0,27.0,2.62488,32.0,23.8528942057,23.79658045884,24.086194014120004,29.78,23.95747687844,3.27273,20,BK
10-10-2013,31.9,36.0,27.0,2.62488,32.0,24.31949382254,24.28731453862,24.78609343938,30.81,24.78609343938,3.27273,20,BK
10-11-2013,31.9,36.0,27.0,2.62488,32.0,24.689555587620003,24.472345421160004,24.8987209331,30.77,24.75391415546,3.27273,20,BK
10-14-2013,31.9,36.0,27.0,2.62488,32.0,24.62519701978,24.52061434704,25.091796636620003,31.18,25.08375181564,3.27273,20,BK
10-15-2013,31.9,36.0,27.0,2.62488,32.0,25.02743806878,24.72173487154,25.0998414576,30.85,24.8182727233,3.27273,20,BK
10-16-2013,32.0,36.0,27.0,2.50998,32.0,25.075706994660003,24.55279363096,25.25269305622,30.76,24.74586933448,3.27273,20,BK
10-17-2013,32.0,36.0,27.0,2.50998,32.0,24.4964798841,24.4964798841,25.29291716112,31.33,25.20442413034,3.27273,20,BK
10-18-2013,32.05,36.0,27.0,2.51942,32.0,25.24464823524,25.11593109956,25.3814101919,31.48,25.32509644504,3.27273,20,BK
10-21-2013,32.05,36.0,27.0,2.51942,32.0,25.3009619821,25.21246895132,25.477948043660003,31.62,25.43772393876,3.27273,20,BK
10-22-2013,32.05,36.0,27.0,2.51942,32.0,25.469903222680003,25.236603414260003,25.49403768562,31.59,25.41358947582,3.27273,20,BK
10-23-2013,32.05,36.0,27.0,2.51942,32.0,25.236603414260003,25.21246895132,25.425656707290003,31.58,25.40554465484,3.27273,20,BK
10-24-2013,32.05,36.0,27.0,2.51942,32.0,25.494460018534,25.437877513737,25.62379145807,31.66,25.591458598186,3.27273,20,BK
10-25-2013,32.05,36.0,27.0,2.51942,32.0,25.70462360778,25.5712505607585,25.78545575749,31.83,25.728873252693,3.27273,20,BK
10-28-2013,32.05,36.0,27.0,2.51942,32.0,25.761206112577,25.656124317954,25.971369701823,31.83,25.728873252693,3.27273,20,BK
10-29-2013,32.05,36.0,27.0,2.51942,32.0,25.745039682635003,25.712706822751,25.983494524279504,32.13,25.971369701823,3.27273,20,BK
10-30-2013,32.05,36.0,27.0,2.51942,32.0,26.027952206620004,25.769289327548,26.053010173030103,31.99,25.858204692229,3.27273,20,BK
10-31-2013,32.05,36.0,27.0,2.51942,32.0,25.793538972461,25.672290747896003,25.971369701823,31.8,25.70462360778,3.27273,20,BK
11-01-2013,32.05,36.0,27.0,2.51942,32.0,25.809705402403,25.78545575749,26.262365440779003,32.36,26.157283646156,3.27273,20,BK
11-04-2013,32.05,36.0,27.0,2.51942,32.0,26.18961650604,26.036035421591,26.35128080546,32.51,26.278531870721,3.27273,20,BK
11-05-2013,32.05,36.0,27.0,2.51942,32.0,26.10878435633,25.955203271881,26.286615085692,32.35,26.149200431185,3.27273,20,BK
11-06-2013,32.05,36.0,27.0,2.51942,32.0,26.318947945576003,26.027952206620004,26.318947945576003,32.37,26.165366861127,3.27273,20,BK
11-07-2013,32.05,36.0,27.0,2.51942,32.0,26.213866150953,25.825871832345,26.343197590489,32.01,25.874371122171,3.27273,20,BK
11-08-2013,32.05,36.0,27.0,2.51942,32.0,25.833955047316,25.833955047316,26.812024058807,33.15,26.795857628865,3.27273,20,BK
